#X,Acoustic Pressure across Frequency(1)_At Node 3723,Acoustic Pressure across Frequency(1)_At Node 3723
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
20.000000,0.000115,-269.999960
30.000000,0.000064,-269.999453
40.000000,0.000036,-269.997684
50.000000,0.000015,-269.989800
60.000000,0.000001,-90.247159
70.000000,0.000015,-90.029698
80.000000,0.000028,-90.027296
90.000000,0.000041,-90.033802
100.000000,0.000055,-90.050986
110.000000,0.000073,-90.098317
120.000000,0.000110,-90.314013
130.000000,0.000391,-262.559909
140.000000,0.000033,-90.786616
150.000000,0.000061,-90.120040
160.000000,0.000077,-90.045265
170.000000,0.000089,-90.022833
180.000000,0.000099,-90.013338
190.000000,0.000109,-90.008506
200.000000,0.000119,-90.005745
210.000000,0.000128,-90.004036
220.000000,0.000137,-90.002916
230.000000,0.000146,-90.002147
240.000000,0.000156,-90.001609
250.000000,0.000165,-90.001207
260.000000,0.000174,-90.000911
270.000000,0.000184,-90.000686
280.000000,0.000194,-90.000513
290.000000,0.000203,-90.000379
300.000000,0.000213,-90.000274
310.000000,0.000224,-90.000193
320.000000,0.000234,-90.000130
330.000000,0.000245,-90.000084
340.000000,0.000256,-90.000054
350.000000,0.000268,-90.000043
360.000000,0.000279,-90.000059
370.000000,0.000292,-90.000119
380.000000,0.000304,-90.000271
390.000000,0.000318,-90.000656
400.000000,0.000332,-90.001857
410.000000,0.000347,-90.007712
420.000000,0.000377,-90.251215
430.000000,0.000369,-90.031186
440.000000,0.000386,-90.009985
450.000000,0.000404,-90.003832
460.000000,0.000422,-90.002336
470.000000,0.000440,-90.001689
480.000000,0.000460,-90.001350
490.000000,0.000480,-90.001155
500.000000,0.000502,-90.001039
510.000000,0.000525,-90.000974
520.000000,0.000549,-90.000943
530.000000,0.000575,-90.000939
540.000000,0.000603,-90.000957
550.000000,0.000633,-90.000995
560.000000,0.000666,-90.001053
570.000000,0.000701,-90.001088
580.000000,0.000740,-90.001240
590.000000,0.000782,-90.001384
600.000000,0.000830,-90.001556
610.000000,0.000882,-90.001778
620.000000,0.000942,-90.002062
630.000000,0.001010,-90.002430
640.000000,0.001089,-90.002918
650.000000,0.001182,-90.003577
660.000000,0.001295,-90.004572
670.000000,0.001436,-90.005817
680.000000,0.001620,-90.007838
690.000000,0.001875,-90.011145
700.000000,0.002266,-90.017165
710.000000,0.002975,-90.030200
720.000000,0.004816,-90.070511
730.000000,0.030760,-90.730190
740.000000,0.003888,-269.814682
750.000000,0.001021,-269.836822
760.000000,0.000057,-268.637546
770.000000,0.000514,-90.090677
780.000000,0.000967,-90.033640
790.000000,0.001411,-90.017707
800.000000,0.001920,-90.010693
810.000000,0.002594,-90.006866
820.000000,0.003639,-90.004459
830.000000,0.005667,-90.002765
840.000000,0.012020,-90.001520
850.000000,0.091770,-269.996443
860.000000,0.008839,-269.997602
870.000000,0.004214,-269.995329
880.000000,0.002377,-269.989900
890.000000,0.001188,-269.974232
900.000000,0.000066,-269.300451
910.000000,0.001573,-90.058896
920.000000,0.006418,-90.061736
930.000000,0.030765,-269.865266
940.000000,0.006651,-269.983651
950.000000,0.004163,-269.993624
960.000000,0.003347,-269.354590
970.000000,0.002613,-269.997927
980.000000,0.002246,-269.998855
990.000000,0.001984,-269.999295
1000.000000,0.001784,-269.999570
1010.000000,0.001626,-269.999700
1020.000000,0.001496,-269.999719
1030.000000,0.001387,-269.999544
1040.000000,0.001294,-269.999101
1050.000000,0.001211,-269.997053
1060.000000,0.001130,-269.981694
1070.000000,0.001121,-269.938392
1080.000000,0.001039,-269.996998
1090.000000,0.000981,-269.999666
1100.000000,0.000951,-269.981035
1110.000000,0.000902,-269.996917
1120.000000,0.000862,-269.998451
1130.000000,0.000826,-269.998994
1140.000000,0.000794,-269.999033
1150.000000,0.000764,-269.999293
1160.000000,0.000736,-269.999414
1170.000000,0.000710,-269.999490
1180.000000,0.000686,-269.999541
1190.000000,0.000663,-269.999575
1200.000000,0.000641,-269.999576
1210.000000,0.000621,-269.999558
1220.000000,0.000601,-269.999620
1230.000000,0.000583,-269.999628
1240.000000,0.000565,-269.999632
1250.000000,0.000549,-269.999629
1260.000000,0.000533,-269.999623
1270.000000,0.000518,-269.999614
1280.000000,0.000503,-269.999602
1290.000000,0.000489,-269.999587
1300.000000,0.000476,-269.999569
1310.000000,0.000463,-269.999548
1320.000000,0.000451,-269.999516
1330.000000,0.000439,-269.978852
1340.000000,0.000427,-269.999450
1350.000000,0.000416,-269.999433
1360.000000,0.000405,-269.999398
1370.000000,0.000394,-269.999353
1380.000000,0.000384,-269.999295
1390.000000,0.000374,-269.999252
1400.000000,0.000364,-269.999197
1410.000000,0.000354,-269.999127
1420.000000,0.000345,-269.999047
1430.000000,0.000336,-269.998932
1440.000000,0.000326,-269.998854
1450.000000,0.000317,-269.998724
1460.000000,0.000309,-269.998587
1470.000000,0.000300,-269.998419
1480.000000,0.000291,-269.998219
1490.000000,0.000282,-269.997977
1500.000000,0.000273,-269.997680
1510.000000,0.000265,-269.997311
1520.000000,0.000256,-269.996845
1530.000000,0.000246,-269.996243
1540.000000,0.000237,-269.995447
1550.000000,0.000227,-269.994364
1560.000000,0.000217,-269.992833
1570.000000,0.000205,-269.990564
1580.000000,0.000192,-269.986987
1590.000000,0.000177,-269.980838
1600.000000,0.000158,-269.968818
1610.000000,0.000131,-269.939687
1620.000000,0.000088,-269.826908
1630.000000,0.000005,-98.024671
1640.000000,0.000535,-90.946455
1650.000000,0.000708,-269.665534
1660.000000,0.000377,-269.919603
1670.000000,0.000297,-269.962941
1680.000000,0.000260,-269.973745
1690.000000,0.000235,-269.986127
1700.000000,0.000217,-269.990465
1710.000000,0.000203,-269.993045
1720.000000,0.000191,-269.994715
1730.000000,0.000179,-269.995526
1740.000000,0.000170,-269.996666
1750.000000,0.000161,-269.997295
1760.000000,0.000152,-269.997764
1770.000000,0.000143,-269.998108
1780.000000,0.000135,-269.998414
1790.000000,0.000127,-269.998651
1800.000000,0.000119,-269.998845
1810.000000,0.000111,-269.999001
1820.000000,0.000104,-269.999109
1830.000000,0.000096,-269.999108
1840.000000,0.000088,-269.998691
