#X,Acoustic Pressure across Frequency(1)_At Node 5918,Acoustic Pressure across Frequency(1)_At Node 5918
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
20.000000,0.000129,-264.854748
30.000000,0.000069,-258.760678
40.000000,0.000036,-243.701166
50.000000,0.000020,-202.195979
60.000000,0.000024,-152.536914
70.000000,0.000036,-132.396220
80.000000,0.000049,-124.020214
90.000000,0.000060,-119.611816
100.000000,0.000071,-116.893585
110.000000,0.000082,-115.035982
120.000000,0.000092,-113.675922
130.000000,0.000101,-112.631879
140.000000,0.000111,-111.803542
150.000000,0.000120,-111.130952
160.000000,0.000129,-110.575897
170.000000,0.000139,-110.112726
180.000000,0.000148,-109.723430
190.000000,0.000157,-109.394880
200.000000,0.000166,-109.117204
210.000000,0.000176,-108.882764
220.000000,0.000185,-108.685518
230.000000,0.000194,-108.520598
240.000000,0.000204,-108.384008
250.000000,0.000214,-108.272443
260.000000,0.000224,-108.183139
270.000000,0.000234,-108.113786
280.000000,0.000244,-108.062452
290.000000,0.000254,-108.027534
300.000000,0.000265,-108.007732
310.000000,0.000276,-108.002015
320.000000,0.000287,-108.009618
330.000000,0.000298,-108.030016
340.000000,0.000310,-108.062922
350.000000,0.000322,-108.108284
360.000000,0.000335,-108.166265
370.000000,0.000348,-108.237257
380.000000,0.000361,-108.321854
390.000000,0.000375,-108.420864
400.000000,0.000390,-108.535290
410.000000,0.000405,-108.666342
420.000000,0.000421,-108.815415
430.000000,0.000437,-108.984106
440.000000,0.000454,-109.174201
450.000000,0.000473,-109.387694
460.000000,0.000492,-109.626794
470.000000,0.000512,-109.893934
480.000000,0.000533,-110.191800
490.000000,0.000555,-110.523363
500.000000,0.000579,-110.891901
510.000000,0.000604,-111.301064
520.000000,0.000630,-111.754917
530.000000,0.000658,-112.258012
540.000000,0.000689,-112.815477
550.000000,0.000721,-113.433107
560.000000,0.000755,-114.117474
570.000000,0.000792,-114.876098
580.000000,0.000832,-115.717566
590.000000,0.000875,-116.651773
600.000000,0.000921,-117.690127
610.000000,0.000970,-118.845811
620.000000,0.001024,-120.134113
630.000000,0.001083,-121.572742
640.000000,0.001146,-123.182199
650.000000,0.001214,-124.986159
660.000000,0.001289,-127.011781
670.000000,0.001369,-129.289866
680.000000,0.001455,-131.854791
690.000000,0.001547,-134.743836
700.000000,0.001645,-137.995699
710.000000,0.001746,-141.647672
