#X,Acoustic Pressure across Frequency(1)_At Node 922,Acoustic Pressure across Frequency(1)_At Node 922
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
20.000000,0.000130,-245.433834
30.000000,0.000079,-249.108457
40.000000,0.000048,-248.048742
50.000000,0.000027,-240.983502
60.000000,0.000013,-214.103961
70.000000,0.000011,-142.280363
80.000000,0.000021,-112.445036
90.000000,0.000032,-103.554129
100.000000,0.000042,-99.685222
110.000000,0.000052,-97.611436
120.000000,0.000062,-96.360011
130.000000,0.000072,-95.547178
140.000000,0.000081,-94.993571
150.000000,0.000090,-94.605127
160.000000,0.000099,-94.328252
170.000000,0.000108,-94.130450
180.000000,0.000117,-93.991056
190.000000,0.000127,-93.896423
200.000000,0.000136,-93.837279
210.000000,0.000145,-93.807180
220.000000,0.000154,-93.801572
230.000000,0.000164,-93.817199
240.000000,0.000173,-93.851715
250.000000,0.000183,-93.903422
260.000000,0.000193,-93.971088
270.000000,0.000203,-94.053807
280.000000,0.000213,-94.150905
290.000000,0.000224,-94.261851
300.000000,0.000234,-94.386190
310.000000,0.000245,-94.523485
320.000000,0.000256,-94.673253
330.000000,0.000268,-94.834918
340.000000,0.000279,-95.007752
350.000000,0.000291,-95.190838
360.000000,0.000303,-95.383020
370.000000,0.000316,-95.582873
380.000000,0.000328,-95.788685
390.000000,0.000342,-95.998461
400.000000,0.000355,-96.209944
410.000000,0.000369,-96.420663
420.000000,0.000383,-96.628020
430.000000,0.000397,-96.829388
440.000000,0.000413,-97.022245
450.000000,0.000428,-97.204309
460.000000,0.000444,-97.373679
470.000000,0.000461,-97.528958
480.000000,0.000478,-97.669348
490.000000,0.000497,-97.794715
500.000000,0.000516,-97.905600
510.000000,0.000536,-98.003200
520.000000,0.000557,-98.089308
530.000000,0.000580,-98.166230
540.000000,0.000604,-98.236687
550.000000,0.000630,-98.303718
560.000000,0.000658,-98.370602
570.000000,0.000688,-98.440784
580.000000,0.000720,-98.517839
590.000000,0.000755,-98.605453
600.000000,0.000792,-98.707452
610.000000,0.000833,-98.827842
620.000000,0.000878,-98.970894
630.000000,0.000928,-99.141266
640.000000,0.000982,-99.344166
650.000000,0.001043,-99.585570
660.000000,0.001110,-99.872504
670.000000,0.001186,-100.213446
680.000000,0.001271,-100.618846
690.000000,0.001368,-101.101867
700.000000,0.001480,-101.679447
710.000000,0.001609,-102.373835
720.000000,0.001760,-103.214924
730.000000,0.001941,-104.243838
740.000000,0.002158,-105.518697
750.000000,0.002425,-107.124164
760.000000,0.002759,-109.187920
770.000000,0.003189,-111.910342
780.000000,0.003755,-115.620156
790.000000,0.004523,-120.881976
800.000000,0.005583,-128.698879
810.000000,0.007001,-140.803828
820.000000,0.008545,-159.424185
830.000000,0.009185,-184.019992
840.000000,0.008230,-207.467628
850.000000,0.006692,-224.175917
860.000000,0.005387,-234.921587
870.000000,0.004425,-241.931373
880.000000,0.003724,-246.718153
890.000000,0.003203,-250.140514
900.000000,0.002804,-252.684757
910.000000,0.002491,-254.637448
920.000000,0.002240,-256.175414
930.000000,0.002034,-257.412606
940.000000,0.001863,-258.425302
950.000000,0.001718,-259.266294
960.000000,0.001594,-259.973172
970.000000,0.001486,-260.573386
980.000000,0.001393,-261.087408
990.000000,0.001310,-261.530809
1000.000000,0.001236,-261.915621
1010.000000,0.001170,-262.251288
1020.000000,0.001111,-262.545321
1030.000000,0.001057,-262.803755
1040.000000,0.001009,-263.031502
1050.000000,0.000964,-263.232591
1060.000000,0.000923,-263.410354
1070.000000,0.000885,-263.567573
1080.000000,0.000851,-263.706581
1090.000000,0.000818,-263.829349
1100.000000,0.000788,-263.937550
1110.000000,0.000760,-264.032608
1120.000000,0.000734,-264.115741
1130.000000,0.000709,-264.187998
1140.000000,0.000686,-264.250273
1150.000000,0.000664,-264.303336
1160.000000,0.000643,-264.347850
1170.000000,0.000624,-264.384382
1180.000000,0.000605,-264.413412
1190.000000,0.000587,-264.435351
1200.000000,0.000570,-264.450542
1210.000000,0.000554,-264.459269
1220.000000,0.000539,-264.461760
1230.000000,0.000524,-264.458200
1240.000000,0.000510,-264.448724
1250.000000,0.000497,-264.433428
1260.000000,0.000484,-264.412366
