#X,Acoustic Pressure across Frequency(2)_At Node 5919,Acoustic Pressure across Frequency(2)_At Node 5919
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
20.000000,1.574520E-04,-266.841549
30.000000,1.096287E-04,-266.503607
40.000000,8.616821E-05,-267.104910
50.000000,7.208525E-05,-268.426271
60.000000,6.253755E-05,-270.214261
70.000000,5.555221E-05,-272.269184
80.000000,5.019038E-05,-274.462760
90.000000,4.594530E-05,-276.723214
100.000000,4.251338E-05,-279.015274
110.000000,3.969732E-05,-281.324716
120.000000,3.736103E-05,-283.648486
130.000000,3.540649E-05,-285.988929
140.000000,3.376088E-05,-288.350640
150.000000,3.236885E-05,-290.738823
160.000000,3.118754E-05,-293.158473
170.000000,3.018327E-05,-295.614019
180.000000,2.932924E-05,-298.109197
190.000000,2.860388E-05,-300.647019
200.000000,2.798969E-05,-303.229815
210.000000,2.747231E-05,-305.859276
220.000000,2.703989E-05,-308.536520
230.000000,2.668261E-05,-311.262120
240.000000,2.639226E-05,-314.036172
250.000000,2.616196E-05,-316.858336
260.000000,2.598598E-05,-319.727870
270.000000,2.585952E-05,-322.643675
280.000000,2.577857E-05,-325.604336
290.000000,2.573988E-05,-328.608186
300.000000,2.574080E-05,-331.653318
310.000000,2.577927E-05,-334.737665
320.000000,2.585378E-05,-337.859051
330.000000,2.596333E-05,-341.015236
340.000000,2.610738E-05,-344.203995
350.000000,2.628589E-05,-347.423173
360.000000,2.649929E-05,-350.670747
370.000000,2.674846E-05,-353.944895
380.000000,2.703477E-05,-357.244058
390.000000,2.736006E-05,-0.567001
400.000000,2.772667E-05,-3.912868
410.000000,2.813748E-05,-7.281245
420.000000,2.859591E-05,-10.672202
430.000000,2.910598E-05,-14.086351
440.000000,2.967235E-05,-17.524889
450.000000,3.030038E-05,-20.989638
460.000000,3.099624E-05,-24.483117
470.000000,3.176694E-05,-28.008550
480.000000,3.262054E-05,-31.569956
490.000000,3.356619E-05,-35.172186
500.000000,3.461439E-05,-38.821014
510.000000,3.577712E-05,-42.523196
520.000000,3.706813E-05,-46.286569
530.000000,3.850322E-05,-50.120202
540.000000,4.010058E-05,-54.034496
550.000000,4.188117E-05,-58.041380
560.000000,4.386924E-05,-62.154525
570.000000,4.609284E-05,-66.389574
580.000000,4.858445E-05,-70.764470
590.000000,5.138168E-05,-75.299795
600.000000,5.452800E-05,-80.019211
610.000000,5.807351E-05,-84.949958
620.000000,6.207556E-05,-90.123427
630.000000,6.659913E-05,-95.575813
640.000000,7.171676E-05,-101.348821
650.000000,7.750720E-05,-107.490383
660.000000,8.405251E-05,-114.055299
670.000000,9.143187E-05,-121.105630
680.000000,9.971080E-05,-128.710627
690.000000,1.089230E-04,-136.945664
700.000000,1.190429E-04,-145.889639
710.000000,1.299460E-04,-155.619961
720.000000,1.413594E-04,-166.204115
730.000000,1.528107E-04,-177.687259
740.000000,1.635958E-04,-190.076096
750.000000,1.727978E-04,-203.321347
760.000000,1.793935E-04,-217.303742
770.000000,1.824534E-04,-231.830191
780.000000,1.813871E-04,-246.645525
790.000000,1.761341E-04,-261.460090
800.000000,1.671995E-04,-275.986726
810.000000,1.555141E-04,-289.976379
820.000000,1.421873E-04,-303.242673
830.000000,1.282671E-04,-315.671015
840.000000,1.145847E-04,-327.213699
850.000000,1.017021E-04,-337.876366
860.000000,8.993478E-05,-347.701557
870.000000,7.940935E-05,-356.753609
880.000000,7.012634E-05,-5.106881
890.000000,6.201220E-05,-12.837656
900.000000,5.495688E-05,-20.019165
910.000000,4.883780E-05,-26.718938
920.000000,4.353392E-05,-32.997660
930.000000,3.893315E-05,-38.908970
940.000000,3.493541E-05,-44.499810
950.000000,3.145341E-05,-49.811006
960.000000,2.841211E-05,-54.877923
970.000000,2.574757E-05,-59.731199
980.000000,2.340556E-05,-64.397332
990.000000,2.134025E-05,-68.899307
1000.000000,1.951290E-05,-73.257077
1010.000000,1.789079E-05,-77.488014
1020.000000,1.644620E-05,-81.607288
1030.000000,1.515566E-05,-85.628191
1040.000000,1.399921E-05,-89.562403
1050.000000,1.295985E-05,-93.420238
1060.000000,1.202304E-05,-97.210833
1070.000000,1.117634E-05,-100.942321
1080.000000,1.040904E-05,-104.621976
1090.000000,9.711935E-06,-108.256339
1100.000000,9.077034E-06,-111.851314
1110.000000,8.497425E-06,-115.412267
1120.000000,7.967090E-06,-118.944108
1130.000000,7.480779E-06,-122.451350
1140.000000,7.033901E-06,-125.938178
1150.000000,6.622425E-06,-129.408496
1160.000000,6.242808E-06,-132.865964
1170.000000,5.891922E-06,-136.314062
1180.000000,5.567002E-06,-139.756111
1190.000000,5.265596E-06,-143.195295
1200.000000,4.985526E-06,-146.634719
1210.000000,4.724850E-06,-150.077409
1220.000000,4.481836E-06,-153.526353
1230.000000,4.254933E-06,-156.984507
1240.000000,4.042751E-06,-160.454844
1250.000000,3.844041E-06,-163.940350
1260.000000,3.657680E-06,-167.444055
1270.000000,3.482654E-06,-170.969051
1280.000000,3.318048E-06,-174.518513
1290.000000,3.163035E-06,-178.095722
1300.000000,3.016868E-06,-181.704081
1310.000000,2.878867E-06,-185.347143
1320.000000,2.748418E-06,-189.028631
1330.000000,2.624964E-06,-192.752463
1340.000000,2.507999E-06,-196.522784
1350.000000,2.397065E-06,-200.343985
