#X,Acoustic Pressure across Frequency(2)_At Node 921,Acoustic Pressure across Frequency(2)_At Node 921
#Frequency(Hz),Angle(degrees)_Phase,Pressure(N/mm^2(MPa))_Magnitude
20.000000,-269.551472,0.000162
30.000000,-269.337811,0.000108
40.000000,-269.167172,0.000082
50.000000,-269.027670,0.000066
60.000000,-268.912995,0.000056
70.000000,-268.819375,0.000048
80.000000,-268.744390,0.000043
90.000000,-268.686418,0.000038
100.000000,-268.644345,0.000035
110.000000,-268.617397,0.000033
120.000000,-268.605045,0.000030
130.000000,-268.606933,0.000029
140.000000,-268.622849,0.000027
150.000000,-268.652689,0.000026
160.000000,-268.696446,0.000025
170.000000,-268.754193,0.000024
180.000000,-268.826082,0.000023
190.000000,-268.912334,0.000023
200.000000,-269.013243,0.000022
210.000000,-269.129175,0.000022
220.000000,-269.260568,0.000022
230.000000,-269.407938,0.000022
240.000000,-269.571885,0.000022
250.000000,-269.753098,0.000022
260.000000,-269.952366,0.000022
270.000000,-270.170584,0.000022
280.000000,-270.408770,0.000022
290.000000,-270.668078,0.000022
300.000000,-270.949813,0.000023
310.000000,-271.255456,0.000023
320.000000,-271.586682,0.000024
330.000000,-271.945397,0.000024
340.000000,-272.333767,0.000025
350.000000,-272.754259,0.000026
360.000000,-273.209697,0.000027
370.000000,-273.703315,0.000028
380.000000,-274.238835,0.000029
390.000000,-274.820556,0.000030
400.000000,-275.453462,0.000032
410.000000,-276.143360,0.000034
420.000000,-276.897048,0.000036
430.000000,-277.722526,0.000038
440.000000,-278.629263,0.000040
450.000000,-279.628527,0.000043
460.000000,-280.733820,0.000047
470.000000,-281.961424,0.000050
480.000000,-283.331099,0.000055
490.000000,-284.866989,0.000060
500.000000,-286.598800,0.000066
510.000000,-288.563284,0.000073
520.000000,-290.806157,0.000081
530.000000,-293.384429,0.000091
540.000000,-296.369171,0.000103
550.000000,-299.848408,0.000117
560.000000,-303.929316,0.000133
570.000000,-308.737770,0.000153
580.000000,-314.411337,0.000176
590.000000,-321.078858,0.000202
600.000000,-328.818355,0.000231
610.000000,-337.591328,0.000261
620.000000,-347.175074,0.000289
630.000000,-357.148023,0.000314
640.000000,-6.978347,0.000333
650.000000,-16.185198,0.000346
660.000000,-24.465535,0.000355
670.000000,-31.717118,0.000362
680.000000,-37.983941,0.000370
690.000000,-43.385382,0.000381
700.000000,-48.064508,0.000395
710.000000,-52.160391,0.000415
720.000000,-55.797390,0.000442
730.000000,-59.083562,0.000478
740.000000,-62.113423,0.000527
750.000000,-64.972722,0.000593
760.000000,-67.744643,0.000683
770.000000,-70.518082,0.000811
780.000000,-73.400538,0.000999
790.000000,-76.542088,0.001289
800.000000,-80.190106,0.001778
810.000000,-84.850020,0.002714
820.000000,-91.988752,0.005003
830.000000,-111.327955,0.015450
840.000000,-249.682132,0.021209
850.000000,-277.825960,0.009280
860.000000,-299.921948,0.007186
870.000000,-331.686129,0.005974
880.000000,-5.266651,0.004019
890.000000,-27.411235,0.002402
900.000000,-40.200907,0.001494
910.000000,-48.120566,0.000995
920.000000,-53.503376,0.000702
930.000000,-57.454105,0.000519
940.000000,-60.531319,0.000397
950.000000,-63.041340,0.000313
960.000000,-65.164712,0.000253
970.000000,-67.014485,0.000208
980.000000,-68.665122,0.000174
990.000000,-70.167820,0.000148
1000.000000,-71.559103,0.000127
1010.000000,-72.865901,0.000110
1020.000000,-74.108666,0.000097
1030.000000,-75.303345,0.000086
1040.000000,-76.462701,0.000077
1050.000000,-77.597203,0.000069
1060.000000,-78.715636,0.000062
1070.000000,-79.825544,0.000057
1080.000000,-80.933545,0.000052
1090.000000,-82.045579,0.000048
1100.000000,-83.167079,0.000044
1110.000000,-84.303114,0.000041
1120.000000,-85.458494,0.000038
1130.000000,-86.637863,0.000036
1140.000000,-87.845762,0.000034
1150.000000,-89.086692,0.000032
1160.000000,-90.365157,0.000030
1170.000000,-91.685708,0.000029
1180.000000,-93.052970,0.000028
1190.000000,-94.471669,0.000026
1200.000000,-95.946642,0.000025
1210.000000,-97.482852,0.000024
1220.000000,-99.085374,0.000023
1230.000000,-100.759385,0.000023
1240.000000,-102.510133,0.000022
1250.000000,-104.342880,0.000021
1260.000000,-106.262842,0.000021
1270.000000,-108.275075,0.000020
1280.000000,-110.384381,0.000020
1290.000000,-112.595118,0.000019
1300.000000,-114.911038,0.000019
1310.000000,-117.335039,0.000019
1320.000000,-119.868942,0.000018
1330.000000,-122.513165,0.000018
1340.000000,-125.266484,0.000018
1350.000000,-128.125709,0.000017
1360.000000,-131.085459,0.000017
1370.000000,-134.137976,0.000017
1380.000000,-137.273005,0.000016
1390.000000,-140.477875,0.000016
1400.000000,-143.737640,0.000016
1410.000000,-147.035441,0.000015
1420.000000,-150.352993,0.000015
1430.000000,-153.671167,0.000014
1440.000000,-156.970690,0.000014
1450.000000,-160.232800,0.000014
1460.000000,-163.439882,0.000013
1470.000000,-166.576000,0.000013
1480.000000,-169.627281,0.000012
1490.000000,-172.582148,0.000012
1500.000000,-175.431393,0.000011
1510.000000,-178.168125,0.000011
1520.000000,-180.787594,0.000010
1530.000000,-183.286958,0.000010
1540.000000,-185.664989,0.000010
1550.000000,-187.921770,0.000009
1560.000000,-190.058393,0.000009
1570.000000,-192.076677,0.000009
1580.000000,-193.978904,0.000008
1590.000000,-195.767593,0.000008
1600.000000,-197.445300,0.000008
1610.000000,-199.014451,0.000007
1620.000000,-200.477181,0.000007
1630.000000,-201.835226,0.000007
1640.000000,-203.089788,0.000007
1650.000000,-204.241447,0.000007
1660.000000,-205.290063,0.000006
1670.000000,-206.234664,0.000006
1680.000000,-207.073375,0.000006
1690.000000,-207.803290,0.000006
1700.000000,-208.420382,0.000006
1710.000000,-208.919390,0.000006
1720.000000,-209.293713,0.000006
1730.000000,-209.535276,0.000005
1740.000000,-209.634453,0.000005
1750.000000,-209.579994,0.000005
1760.000000,-209.359023,0.000005
1770.000000,-208.957113,0.000005
1780.000000,-208.358568,0.000005
1790.000000,-207.546925,0.000005
1800.000000,-206.505799,0.000005
1810.000000,-205.220277,0.000005
1820.000000,-203.678863,0.000005
1830.000000,-201.876196,0.000005
1840.000000,-199.816397,0.000005
1850.000000,-197.516842,0.000005
1860.000000,-195.011751,0.000006
1870.000000,-192.354693,0.000006
1880.000000,-189.618898,0.000006
1890.000000,-186.894615,0.000007
1900.000000,-184.283413,0.000007
1910.000000,-181.890471,0.000008
1920.000000,-179.816667,0.000009
1930.000000,-178.152445,0.000010
1940.000000,-176.974724,0.000012
1950.000000,-176.347093,0.000013
1960.000000,-176.322610,0.000015
1970.000000,-176.948118,0.000018
1980.000000,-178.268970,0.000021
1990.000000,-180.333250,0.000025
2000.000000,-183.194677,0.000030


