#X,Acoustic Pressure across Frequency(1)_At Node 3332,Acoustic Pressure across Frequency(1)_At Node 3332
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
20.000000,0.000152,-241.724529
30.000000,0.000086,-243.731286
40.000000,0.000042,-237.451491
50.000000,0.000016,-192.942867
60.000000,0.000027,-115.398548
70.000000,0.000049,-100.297021
80.000000,0.000072,-95.520729
90.000000,0.000093,-93.620061
100.000000,0.000115,-92.514847
110.000000,0.000136,-91.858431
120.000000,0.000157,-91.439594
130.000000,0.000179,-91.151709
140.000000,0.000201,-90.962038
150.000000,0.000224,-90.810063
160.000000,0.000248,-90.720590
170.000000,0.000273,-90.631140
180.000000,0.000299,-90.570945
190.000000,0.000327,-90.534230
200.000000,0.000356,-90.493770
210.000000,0.000388,-90.473797
220.000000,0.000423,-90.452389
230.000000,0.000461,-90.437549
240.000000,0.000503,-90.433788
250.000000,0.000549,-90.431708
260.000000,0.000601,-90.433627
270.000000,0.000660,-90.441735
280.000000,0.000727,-90.454860
290.000000,0.000805,-90.475766
300.000000,0.000898,-90.501685
310.000000,0.001009,-90.538762
320.000000,0.001145,-90.584995
330.000000,0.001317,-90.648364
340.000000,0.001541,-90.734065
350.000000,0.001847,-90.855534
360.000000,0.002291,-91.036737
370.000000,0.002996,-91.330627
380.000000,0.004294,-91.879142
390.000000,0.007479,-93.236097
400.000000,0.027633,-101.966070
410.000000,0.016096,-263.097558
420.000000,0.006320,-267.297153
430.000000,0.003936,-268.313577
440.000000,0.002859,-268.766578
450.000000,0.002244,-269.022461
460.000000,0.001846,-269.184820
470.000000,0.001567,-269.297863
480.000000,0.001359,-269.380509
490.000000,0.001199,-269.440554
500.000000,0.001070,-269.487633
510.000000,0.000965,-269.525684
520.000000,0.000878,-269.553726
530.000000,0.000803,-269.576986
540.000000,0.000738,-269.595263
550.000000,0.000682,-269.611104
560.000000,0.000632,-269.623036
570.000000,0.000588,-269.631882
580.000000,0.000548,-269.638031
590.000000,0.000511,-269.640626
600.000000,0.000478,-269.643862
610.000000,0.000448,-269.644411
620.000000,0.000419,-269.643163
630.000000,0.000393,-269.638588
640.000000,0.000368,-269.631479
650.000000,0.000345,-269.621347
660.000000,0.000323,-269.612617
670.000000,0.000302,-269.595143
680.000000,0.000283,-269.578695
690.000000,0.000263,-269.558926
700.000000,0.000245,-269.532916
710.000000,0.000227,-269.498817
720.000000,0.000210,-269.455602
730.000000,0.000193,-269.410804
740.000000,0.000177,-269.339475
750.000000,0.000161,-269.253813
760.000000,0.000144,-269.101942
770.000000,0.000128,-268.873921
780.000000,0.000111,-268.335367
790.000000,0.000092,-266.549056
800.000000,0.000074,-247.270901
810.000000,0.000090,-264.883066
820.000000,0.000065,-267.769585
830.000000,0.000047,-267.701052
840.000000,0.000031,-266.694616
850.000000,0.000014,-262.930166
860.000000,0.000003,-129.369915
870.000000,0.000019,-95.548917
880.000000,0.000035,-93.056354
890.000000,0.000053,-92.145032
900.000000,0.000070,-91.678950
910.000000,0.000088,-91.398297
920.000000,0.000107,-91.214474
930.000000,0.000127,-91.085268
940.000000,0.000148,-90.990793
950.000000,0.000170,-90.921793
960.000000,0.000193,-90.869425
970.000000,0.000218,-90.831116
980.000000,0.000244,-90.802507
990.000000,0.000272,-90.783151
1000.000000,0.000303,-90.771873
1010.000000,0.000336,-90.766357
1020.000000,0.000373,-90.769259
1030.000000,0.000413,-90.775485
1040.000000,0.000458,-90.791216
1050.000000,0.000509,-90.814216
1060.000000,0.000567,-90.843822
1070.000000,0.000634,-90.883624
1080.000000,0.000712,-90.935266
1090.000000,0.000803,-90.998980
1100.000000,0.000915,-91.080927
1110.000000,0.001054,-91.194139
1120.000000,0.001231,-91.338770
1130.000000,0.001463,-91.531671
1140.000000,0.001789,-91.815126
1150.000000,0.002271,-92.236910
1160.000000,0.003069,-92.947003
1170.000000,0.004644,-94.367845
1180.000000,0.009238,-98.565147
1190.000000,0.062270,-172.122362
1200.000000,0.009850,-261.064367
1210.000000,0.004994,-265.524302
1220.000000,0.003359,-267.007541
1230.000000,0.002539,-267.740605
1240.000000,0.002046,-268.176044
1250.000000,0.001715,-268.461373
