#X,Acoustic Pressure across Frequency(2)_At Node 3333,Acoustic Pressure across Frequency(2)_At Node 3333
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
1610.000000,9.244636E-04,-60.409877
1620.000000,1.420759E-04,-151.835654
1630.000000,5.775549E-05,-158.377157
1640.000000,2.935537E-05,-161.291899
1650.000000,1.489075E-05,-162.919409
1660.000000,5.926931E-06,-162.396833
1670.000000,5.914704E-07,-40.270992
1680.000000,5.181738E-06,-355.899807
1690.000000,9.082247E-06,-355.558373
1700.000000,1.238681E-05,-356.544407
1710.000000,1.540374E-05,-357.931222
1720.000000,1.824031E-05,-359.458392
1730.000000,2.085131E-05,-0.994660
1740.000000,2.358041E-05,-2.636245
1750.000000,2.617521E-05,-4.237712
1760.000000,2.907235E-05,-5.931516
1770.000000,3.189240E-05,-7.570191
1780.000000,3.490722E-05,-9.229272
1790.000000,3.848663E-05,-10.982480
1800.000000,4.207132E-05,-12.670425
1810.000000,4.610603E-05,-14.390107
1820.000000,5.058193E-05,-16.117988
1830.000000,5.569614E-05,-17.876924
1840.000000,6.161610E-05,-19.672008
1850.000000,6.850069E-05,-21.497906
1860.000000,7.660197E-05,-23.363687
1870.000000,8.640364E-05,-25.288182
1880.000000,9.819391E-05,-27.289946
1890.000000,1.132054E-04,-29.383131
1900.000000,1.323117E-04,-31.598149
1910.000000,1.574949E-04,-33.994443
1920.000000,1.892666E-04,-36.468935
1930.000000,2.388000E-04,-39.569676
1940.000000,3.173331E-04,-43.497395
1950.000000,4.463687E-04,-48.690802
1960.000000,7.431217E-04,-58.936344
1970.000000,1.571807E-03,-88.088378
1980.000000,1.616745E-03,-171.618335
1990.000000,8.130662E-04,-200.861692
2000.000000,5.249131E-04,-210.945797


