#X,Acoustic Pressure across Frequency(3)_At Node 3240,Acoustic Pressure across Frequency(3)_At Node 3240
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
20.000000,0.000134,-248.977371
30.000000,0.000097,-250.574098
40.000000,0.000077,-251.367711
50.000000,0.000064,-251.336681
60.000000,0.000055,-251.151803
70.000000,0.000049,-250.687387
80.000000,0.000045,-250.195858
90.000000,0.000041,-249.590973
100.000000,0.000038,-248.983918
110.000000,0.000036,-248.515879
120.000000,0.000035,-247.764103
130.000000,0.000034,-247.155899
140.000000,0.000033,-246.466756
150.000000,0.000032,-245.728336
160.000000,0.000032,-245.182500
170.000000,0.000032,-244.545505
180.000000,0.000032,-243.988493
190.000000,0.000033,-243.624376
200.000000,0.000033,-243.286901
210.000000,0.000034,-243.061167
220.000000,0.000035,-242.862558
230.000000,0.000037,-242.727062
240.000000,0.000038,-242.829878
250.000000,0.000040,-243.027769
260.000000,0.000043,-243.234655
270.000000,0.000046,-243.739827
280.000000,0.000050,-244.461966
290.000000,0.000055,-245.356212
300.000000,0.000060,-246.596783
310.000000,0.000068,-248.185382
320.000000,0.000077,-250.224528
330.000000,0.000090,-252.824499
340.000000,0.000106,-256.483513
350.000000,0.000131,-261.761467
360.000000,0.000167,-269.875040
370.000000,0.000221,-283.450803
380.000000,0.000285,-306.363769
390.000000,0.000304,-338.034948
400.000000,0.000250,-5.086259
410.000000,0.000191,-21.654467
420.000000,0.000150,-31.626468
430.000000,0.000122,-38.215756
440.000000,0.000103,-42.829422
450.000000,0.000089,-46.369103
460.000000,0.000079,-49.203823
470.000000,0.000071,-51.740828
480.000000,0.000064,-53.779218
490.000000,0.000059,-55.760875
500.000000,0.000055,-57.530128
510.000000,0.000052,-59.316095
520.000000,0.000049,-60.982513
530.000000,0.000046,-62.505439
540.000000,0.000044,-64.098092
550.000000,0.000042,-65.596176
560.000000,0.000041,-67.147222
570.000000,0.000039,-68.597309
580.000000,0.000038,-69.927593
590.000000,0.000037,-71.540727
600.000000,0.000036,-73.044799
610.000000,0.000036,-74.436817
620.000000,0.000035,-75.914705
630.000000,0.000034,-77.458378
640.000000,0.000034,-79.074480
650.000000,0.000034,-80.582426
660.000000,0.000033,-82.140642
670.000000,0.000033,-83.588991
680.000000,0.000033,-85.087859
690.000000,0.000033,-86.665535
700.000000,0.000033,-88.321986
710.000000,0.000033,-90.037427
720.000000,0.000033,-91.590654
730.000000,0.000033,-93.227606
740.000000,0.000033,-94.922733
750.000000,0.000033,-96.422616
760.000000,0.000034,-98.240079
770.000000,0.000034,-99.887349
780.000000,0.000034,-101.598267
790.000000,0.000035,-103.345599
800.000000,0.000035,-105.159024
810.000000,0.000036,-106.792805
820.000000,0.000036,-108.462068
830.000000,0.000037,-110.459518
840.000000,0.000038,-112.241122
850.000000,0.000039,-114.096519
860.000000,0.000040,-115.728932
870.000000,0.000041,-117.707639
880.000000,0.000042,-119.706986
890.000000,0.000043,-121.511104
900.000000,0.000045,-123.364950
910.000000,0.000046,-125.600436
920.000000,0.000048,-127.572259
930.000000,0.000050,-129.642625
940.000000,0.000052,-131.436518
950.000000,0.000054,-133.646323
960.000000,0.000057,-135.904576
970.000000,0.000060,-137.962292
980.000000,0.000063,-140.409403
990.000000,0.000067,-142.664562
1000.000000,0.000071,-144.995304
1010.000000,0.000076,-147.822079
1020.000000,0.000081,-150.447508
1030.000000,0.000087,-153.214939
1040.000000,0.000094,-156.240948
1050.000000,0.000103,-159.487238
1060.000000,0.000112,-162.633791
1070.000000,0.000124,-166.557664
1080.000000,0.000139,-171.061221
1090.000000,0.000157,-175.726274
1100.000000,0.000179,-181.757435
1110.000000,0.000206,-188.596542
1120.000000,0.000240,-197.670070
1130.000000,0.000280,-208.674480
1140.000000,0.000321,-223.296275
1150.000000,0.000352,-240.357252
1160.000000,0.000356,-258.875181
1170.000000,0.000333,-276.274739
1180.000000,0.000297,-290.794142
1190.000000,0.000259,-302.279954
1200.000000,0.000226,-311.322633
1210.000000,0.000199,-318.608746
1220.000000,0.000178,-324.644940
1230.000000,0.000160,-329.814585
1240.000000,0.000146,-334.346284
1250.000000,0.000134,-338.202015
1260.000000,0.000124,-341.925030
1270.000000,0.000116,-345.409917
1280.000000,0.000109,-348.450600
1290.000000,0.000103,-351.560072
1300.000000,0.000097,-354.311976
1310.000000,0.000093,-357.214822
1320.000000,0.000089,-359.760671
1330.000000,0.000086,-2.541182
1340.000000,0.000083,-4.977984
1350.000000,0.000080,-7.393495
1360.000000,0.000078,-10.066045
1370.000000,0.000075,-12.399128
1380.000000,0.000074,-14.697702
1390.000000,0.000072,-17.002507
1400.000000,0.000071,-19.614597
1410.000000,0.000069,-21.916711
1420.000000,0.000068,-24.204278
1430.000000,0.000067,-26.472281
1440.000000,0.000066,-28.729960
1450.000000,0.000066,-31.019223
1460.000000,0.000065,-33.297713
1470.000000,0.000065,-35.567935
1480.000000,0.000064,-37.834982
1490.000000,0.000064,-40.140458
1500.000000,0.000064,-42.444494
1510.000000,0.000064,-44.747809
1520.000000,0.000064,-47.097839
1530.000000,0.000064,-48.994010
1540.000000,0.000064,-51.341727
1550.000000,0.000065,-53.742282
1560.000000,0.000065,-56.101459
1570.000000,0.000066,-58.514982
1580.000000,0.000066,-60.500182
1590.000000,0.000067,-62.927299
1600.000000,0.000068,-65.366563
1610.000000,0.000068,-67.363928
1620.000000,0.000070,-69.875900
1630.000000,0.000071,-71.938668
1640.000000,0.000072,-74.482292
1650.000000,0.000074,-77.049416
1660.000000,0.000075,-79.208330
1670.000000,0.000077,-81.878439
1680.000000,0.000079,-84.020531
1690.000000,0.000081,-86.750804
1700.000000,0.000084,-89.062229
1710.000000,0.000087,-91.873774
1720.000000,0.000089,-94.262355
1730.000000,0.000093,-97.177760
1740.000000,0.000096,-99.667985
1750.000000,0.000100,-102.220142
1760.000000,0.000105,-105.416993
1770.000000,0.000110,-108.196236
1780.000000,0.000115,-111.011987
1790.000000,0.000122,-114.622223
1800.000000,0.000129,-117.777051
1810.000000,0.000136,-121.102862
1820.000000,0.000146,-125.295933
1830.000000,0.000156,-129.099631
1840.000000,0.000168,-133.213714
1850.000000,0.000182,-138.494347
1860.000000,0.000197,-143.483555
1870.000000,0.000214,-149.125508
1880.000000,0.000234,-155.484851
1890.000000,0.000255,-162.714340
1900.000000,0.000278,-171.744695
1910.000000,0.000300,-181.157984
1920.000000,0.000319,-191.607628
1930.000000,0.000331,-202.942064
1940.000000,0.000335,-214.755264
1950.000000,0.000328,-226.425693
1960.000000,0.000314,-237.419117
1970.000000,0.000295,-247.744467
1980.000000,0.000274,-256.570567
1990.000000,0.000253,-264.339532
2000.000000,0.000233,-271.173777


