#X,Acoustic Pressure across Frequency(2)_At Node 3333,Acoustic Pressure across Frequency(2)_At Node 3333
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
20.000000,0.000185,-247.367496
30.000000,0.000129,-256.459081
40.000000,0.000100,-262.203520
50.000000,0.000081,-266.817651
60.000000,0.000068,-270.255099
70.000000,0.000059,-272.975915
80.000000,0.000052,-275.572473
90.000000,0.000046,-277.891653
100.000000,0.000042,-279.919236
110.000000,0.000038,-282.020158
120.000000,0.000035,-283.877689
130.000000,0.000033,-285.762622
140.000000,0.000031,-287.540648
150.000000,0.000029,-289.319253
160.000000,0.000027,-290.956229
170.000000,0.000026,-292.665308
180.000000,0.000025,-294.190531
190.000000,0.000024,-295.846764
200.000000,0.000023,-297.356134
210.000000,0.000022,-298.866815
220.000000,0.000022,-300.394386
230.000000,0.000021,-301.814860
240.000000,0.000021,-303.265377
250.000000,0.000020,-304.655595
260.000000,0.000020,-306.002653
270.000000,0.000020,-307.322285
280.000000,0.000019,-308.595347
290.000000,0.000019,-309.812360
300.000000,0.000019,-310.961801
310.000000,0.000020,-312.061202
320.000000,0.000020,-313.031634
330.000000,0.000021,-313.915454
340.000000,0.000022,-314.702331
350.000000,0.000023,-315.224225
360.000000,0.000026,-315.566914
370.000000,0.000030,-315.756833
380.000000,0.000042,-316.054710
390.000000,0.000095,-321.426730
400.000000,0.000085,-109.097484
410.000000,0.000021,-108.813465
420.000000,0.000009,-91.243695
430.000000,0.000006,-61.042368
440.000000,0.000005,-33.490066
450.000000,0.000006,-17.664891
460.000000,0.000007,-9.760451
470.000000,0.000007,-5.546294
480.000000,0.000008,-3.398477
490.000000,0.000008,-2.328346
500.000000,0.000008,-2.019256
510.000000,0.000009,-2.162094
520.000000,0.000009,-2.630773
530.000000,0.000009,-3.322938
540.000000,0.000010,-4.182134
550.000000,0.000010,-5.178978
560.000000,0.000010,-6.274665
570.000000,0.000010,-7.447997
580.000000,0.000011,-8.694276
590.000000,0.000011,-9.990436
600.000000,0.000011,-11.326903
610.000000,0.000011,-12.709493
620.000000,0.000012,-14.118582
630.000000,0.000012,-15.564325
640.000000,0.000012,-17.043275
650.000000,0.000013,-18.538779
660.000000,0.000013,-20.045701
670.000000,0.000014,-21.581285
680.000000,0.000014,-23.146109
690.000000,0.000015,-24.741006
700.000000,0.000015,-26.347878
710.000000,0.000016,-27.993725
720.000000,0.000017,-29.659162
730.000000,0.000018,-31.383509
740.000000,0.000020,-33.190884
750.000000,0.000021,-35.094296
760.000000,0.000024,-37.249988
770.000000,0.000028,-39.798074
780.000000,0.000036,-43.306064
790.000000,0.000055,-50.423797
800.000000,0.000151,-89.792806
810.000000,0.000053,-196.912906
820.000000,0.000017,-207.568806
830.000000,0.000006,-205.117377
840.000000,0.000001,-126.232021
850.000000,0.000004,-59.759067
860.000000,0.000006,-55.163600
870.000000,0.000008,-54.817669
880.000000,0.000010,-55.533437
890.000000,0.000011,-56.636610
900.000000,0.000012,-57.931696
910.000000,0.000014,-59.332843
920.000000,0.000015,-60.797295
930.000000,0.000016,-62.302697
940.000000,0.000018,-63.867815
950.000000,0.000019,-65.374676
960.000000,0.000021,-66.952996
970.000000,0.000022,-68.518628
980.000000,0.000024,-70.098825
990.000000,0.000026,-71.692660
1000.000000,0.000028,-73.301248
1010.000000,0.000031,-74.925826
1020.000000,0.000034,-76.565685
1030.000000,0.000037,-78.187457
1040.000000,0.000040,-79.870140
1050.000000,0.000045,-81.534774
1060.000000,0.000050,-83.232165
1070.000000,0.000056,-85.010190
1080.000000,0.000064,-86.792659
1090.000000,0.000074,-88.644978
1100.000000,0.000087,-90.592486
1110.000000,0.000104,-92.616869
1120.000000,0.000130,-94.932582
1130.000000,0.000171,-97.688938
1140.000000,0.000242,-101.252736
1150.000000,0.000410,-107.644138
1160.000000,0.001078,-129.547819
1170.000000,0.001105,-246.399344
1180.000000,0.000432,-268.613819
1190.000000,0.000269,-274.856930
1200.000000,0.000197,-278.490621
1210.000000,0.000157,-281.232966
1220.000000,0.000132,-283.571562
1230.000000,0.000115,-285.737191
1240.000000,0.000102,-287.691812
1250.000000,0.000092,-289.566183
1260.000000,0.000084,-291.430869
1270.000000,0.000078,-293.259331
