#X,Acoustic Pressure across Frequency(1)_At Node 3332,Acoustic Pressure across Frequency(1)_At Node 3332
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
20.000000,0.000098,-242.214431
30.000000,0.000053,-226.214737
40.000000,0.000032,-187.218348
50.000000,0.000038,-141.508938
60.000000,0.000056,-120.649467
70.000000,0.000076,-111.773262
80.000000,0.000096,-107.124613
90.000000,0.000116,-104.370967
100.000000,0.000136,-102.511172
110.000000,0.000157,-101.215329
120.000000,0.000178,-100.301309
130.000000,0.000199,-99.615591
140.000000,0.000221,-99.079073
150.000000,0.000244,-98.709283
160.000000,0.000268,-98.425053
170.000000,0.000294,-98.224195
180.000000,0.000320,-98.094886
190.000000,0.000349,-98.027441
200.000000,0.000380,-98.022206
210.000000,0.000413,-98.062530
220.000000,0.000450,-98.170640
230.000000,0.000489,-98.341521
240.000000,0.000533,-98.555520
250.000000,0.000582,-98.853291
260.000000,0.000637,-99.228429
270.000000,0.000700,-99.691132
280.000000,0.000772,-100.266034
290.000000,0.000856,-100.969197
300.000000,0.000956,-101.861828
310.000000,0.001075,-102.961368
320.000000,0.001223,-104.399376
330.000000,0.001409,-106.255386
340.000000,0.001650,-108.765555
350.000000,0.001973,-112.249689
360.000000,0.002425,-117.323526
370.000000,0.003075,-125.175919
380.000000,0.004002,-138.096464
390.000000,0.005065,-159.567859
400.000000,0.005359,-188.422579
410.000000,0.004498,-213.695517
420.000000,0.003486,-229.684566
430.000000,0.002737,-239.262411
440.000000,0.002221,-245.278563
450.000000,0.001856,-249.249801
460.000000,0.001587,-252.099040
470.000000,0.001382,-254.192755
480.000000,0.001222,-255.754284
490.000000,0.001092,-257.002090
500.000000,0.000986,-257.972762
510.000000,0.000897,-258.735493
520.000000,0.000821,-259.365598
530.000000,0.000755,-259.869643
540.000000,0.000698,-260.283369
550.000000,0.000647,-260.591056
560.000000,0.000602,-260.842234
570.000000,0.000561,-261.046419
580.000000,0.000524,-261.186886
590.000000,0.000490,-261.272558
600.000000,0.000459,-261.317657
610.000000,0.000431,-261.316371
620.000000,0.000404,-261.291693
630.000000,0.000379,-261.197801
640.000000,0.000356,-261.059973
650.000000,0.000334,-260.902714
660.000000,0.000313,-260.654002
670.000000,0.000293,-260.399424
680.000000,0.000274,-260.042135
690.000000,0.000256,-259.619408
700.000000,0.000238,-259.124206
710.000000,0.000222,-258.540627
720.000000,0.000205,-257.818488
730.000000,0.000189,-256.944383
740.000000,0.000174,-255.933107
750.000000,0.000159,-254.698723
760.000000,0.000144,-253.187721
770.000000,0.000130,-251.286153
780.000000,0.000116,-248.907436
790.000000,0.000103,-245.819246
800.000000,0.000090,-241.789362
810.000000,0.000077,-236.291434
820.000000,0.000066,-228.636644
830.000000,0.000056,-217.963881
840.000000,0.000049,-203.410986
850.000000,0.000046,-185.384860
860.000000,0.000049,-166.894453
870.000000,0.000056,-151.146423
880.000000,0.000067,-139.626812
890.000000,0.000080,-131.332074
900.000000,0.000094,-125.437943
910.000000,0.000110,-121.070852
920.000000,0.000128,-117.970792
930.000000,0.000146,-115.556338
940.000000,0.000166,-113.643474
950.000000,0.000187,-112.185674
960.000000,0.000209,-111.082860
970.000000,0.000233,-110.266467
980.000000,0.000259,-109.604463
990.000000,0.000286,-109.152519
1000.000000,0.000316,-108.879462
1010.000000,0.000348,-108.706267
1020.000000,0.000384,-108.772868
1030.000000,0.000423,-108.831932
1040.000000,0.000466,-109.148769
1050.000000,0.000514,-109.628024
1060.000000,0.000568,-110.216038
1070.000000,0.000629,-111.011697
1080.000000,0.000699,-112.049997
1090.000000,0.000781,-113.291274
1100.000000,0.000876,-114.872930
1110.000000,0.000988,-117.012866
1120.000000,0.001124,-119.615520
1130.000000,0.001289,-122.871962
1140.000000,0.001489,-127.264348
1150.000000,0.001735,-132.960097
1160.000000,0.002029,-140.579055
1170.000000,0.002355,-150.723500
1180.000000,0.002652,-163.743439
1190.000000,0.002816,-178.998349
1200.000000,0.002769,-194.539584
1210.000000,0.002561,-208.393789
1220.000000,0.002278,-219.447552
1230.000000,0.002001,-227.838183
1240.000000,0.001759,-234.116818
1250.000000,0.001557,-238.864104
1260.000000,0.001391,-242.507874
1270.000000,0.001254,-245.458845
1280.000000,0.001139,-247.790241
1290.000000,0.001042,-249.573201
1300.000000,0.000960,-251.103562
1310.000000,0.000889,-252.358074
1320.000000,0.000826,-253.392472
1330.000000,0.000772,-254.320463
1340.000000,0.000723,-255.025135
1350.000000,0.000680,-255.598705
1360.000000,0.000641,-256.138616
1370.000000,0.000605,-256.582972
1380.000000,0.000573,-256.876205
1390.000000,0.000543,-257.163670
1400.000000,0.000516,-257.383258
1410.000000,0.000490,-257.540363
1420.000000,0.000466,-257.701291
1430.000000,0.000444,-257.743483
1440.000000,0.000423,-257.737934
1450.000000,0.000403,-257.734556
1460.000000,0.000385,-257.616272
1470.000000,0.000367,-257.511447
1480.000000,0.000350,-257.344916
1490.000000,0.000333,-257.126444
1500.000000,0.000318,-256.783343
1510.000000,0.000302,-256.436537
1520.000000,0.000288,-256.088665
1530.000000,0.000273,-255.590734
1540.000000,0.000260,-255.010552
1550.000000,0.000246,-254.329645
1560.000000,0.000233,-253.604626
1570.000000,0.000220,-252.684709
1580.000000,0.000208,-251.609893
1590.000000,0.000196,-250.429502
1600.000000,0.000184,-249.044228
1610.000000,0.000172,-247.320263
1620.000000,0.000160,-245.363964
1630.000000,0.000149,-243.030656
1640.000000,0.000138,-240.221053
