#X,Acoustic Pressure across Frequency(3)_At Node 3334,Acoustic Pressure across Frequency(3)_At Node 3334
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
20.000000,0.000129,-252.464785
30.000000,0.000095,-252.722099
40.000000,0.000076,-253.201510
50.000000,0.000064,-253.008948
60.000000,0.000056,-253.224640
70.000000,0.000050,-253.227185
80.000000,0.000046,-253.391059
90.000000,0.000042,-253.284856
100.000000,0.000040,-253.436181
110.000000,0.000038,-253.639434
120.000000,0.000036,-253.810110
130.000000,0.000035,-254.066846
140.000000,0.000034,-254.426761
150.000000,0.000034,-254.718776
160.000000,0.000033,-254.977008
170.000000,0.000033,-255.463774
180.000000,0.000033,-255.917918
190.000000,0.000033,-256.282529
200.000000,0.000033,-256.887949
210.000000,0.000034,-257.427770
220.000000,0.000034,-258.087575
230.000000,0.000035,-258.740409
240.000000,0.000036,-259.536527
250.000000,0.000038,-260.258266
260.000000,0.000040,-261.207106
270.000000,0.000042,-262.270686
280.000000,0.000044,-263.534434
290.000000,0.000047,-264.795067
300.000000,0.000051,-266.374521
310.000000,0.000056,-268.201095
320.000000,0.000062,-270.322826
330.000000,0.000070,-272.733888
340.000000,0.000080,-276.048955
350.000000,0.000095,-280.335867
360.000000,0.000114,-286.097197
370.000000,0.000143,-294.800350
380.000000,0.000184,-308.633547
390.000000,0.000230,-330.809858
400.000000,0.000242,-0.762883
410.000000,0.000202,-26.885465
420.000000,0.000156,-43.758978
430.000000,0.000122,-54.132896
440.000000,0.000099,-61.105415
450.000000,0.000083,-66.249167
460.000000,0.000071,-70.122440
470.000000,0.000062,-73.135854
480.000000,0.000056,-75.706657
490.000000,0.000050,-78.006790
500.000000,0.000046,-80.048625
510.000000,0.000042,-81.877564
520.000000,0.000039,-83.744393
530.000000,0.000037,-85.417860
540.000000,0.000034,-87.009704
550.000000,0.000033,-88.588830
560.000000,0.000031,-90.091360
570.000000,0.000030,-91.490802
580.000000,0.000029,-92.986365
590.000000,0.000028,-94.598831
600.000000,0.000027,-95.933190
610.000000,0.000026,-97.334079
620.000000,0.000025,-98.574418
630.000000,0.000025,-100.108585
640.000000,0.000024,-101.664601
650.000000,0.000023,-103.038403
660.000000,0.000023,-104.516441
670.000000,0.000023,-105.933778
680.000000,0.000022,-107.436674
690.000000,0.000022,-108.903467
700.000000,0.000022,-110.370564
710.000000,0.000022,-111.863390
720.000000,0.000022,-113.536913
730.000000,0.000022,-114.989119
740.000000,0.000022,-116.565137
750.000000,0.000022,-117.906845
760.000000,0.000022,-119.645033
770.000000,0.000022,-121.133571
780.000000,0.000022,-122.977314
790.000000,0.000022,-124.562415
800.000000,0.000022,-126.051574
810.000000,0.000022,-127.686326
820.000000,0.000023,-129.520358
830.000000,0.000023,-131.239389
840.000000,0.000023,-132.832592
850.000000,0.000024,-134.602246
860.000000,0.000024,-136.503510
870.000000,0.000025,-138.076886
880.000000,0.000025,-139.986188
890.000000,0.000026,-141.712710
900.000000,0.000026,-143.545130
910.000000,0.000027,-145.226152
920.000000,0.000028,-147.350741
930.000000,0.000029,-149.294940
940.000000,0.000029,-151.084340
950.000000,0.000030,-152.998428
960.000000,0.000032,-155.041060
970.000000,0.000033,-157.219325
980.000000,0.000034,-159.216917
990.000000,0.000036,-161.360279
1000.000000,0.000037,-163.625566
1010.000000,0.000039,-165.751310
1020.000000,0.000042,-168.357395
1030.000000,0.000044,-170.421387
1040.000000,0.000047,-173.074473
1050.000000,0.000050,-175.878628
1060.000000,0.000053,-178.566597
1070.000000,0.000058,-181.493281
1080.000000,0.000062,-184.697838
1090.000000,0.000068,-187.882896
1100.000000,0.000075,-191.417230
1110.000000,0.000083,-195.896782
1120.000000,0.000093,-200.555640
1130.000000,0.000104,-205.646082
1140.000000,0.000119,-212.208334
1150.000000,0.000137,-219.850531
1160.000000,0.000159,-229.446572
1170.000000,0.000183,-241.598674
1180.000000,0.000204,-256.727705
1190.000000,0.000216,-274.128253
1200.000000,0.000212,-291.892095
1210.000000,0.000195,-307.665601
1220.000000,0.000174,-320.710892
1230.000000,0.000152,-331.134555
1240.000000,0.000134,-339.526044
1250.000000,0.000119,-346.429601
1260.000000,0.000107,-352.278091
1270.000000,0.000097,-357.150595
1280.000000,0.000089,-1.486683
1290.000000,0.000082,-5.658707
1300.000000,0.000076,-9.293762
1310.000000,0.000071,-12.701480
1320.000000,0.000067,-15.942259
1330.000000,0.000063,-18.780501
1340.000000,0.000060,-21.799643
1350.000000,0.000058,-24.788341
1360.000000,0.000055,-27.401282
1370.000000,0.000053,-29.975085
1380.000000,0.000051,-32.865229
1390.000000,0.000050,-35.404918
1400.000000,0.000048,-37.940159
1410.000000,0.000047,-40.479120
1420.000000,0.000045,-42.660937
1430.000000,0.000045,-45.221009
1440.000000,0.000044,-47.764047
1450.000000,0.000043,-49.992649
1460.000000,0.000042,-52.625231
1470.000000,0.000042,-54.863134
1480.000000,0.000041,-57.168658
1490.000000,0.000040,-59.464497
1500.000000,0.000040,-62.197151
1510.000000,0.000040,-64.568520
1520.000000,0.000039,-66.522990
1530.000000,0.000039,-68.968255
1540.000000,0.000039,-71.415830
1550.000000,0.000039,-73.907663
1560.000000,0.000039,-76.016372
1570.000000,0.000039,-78.556454
1580.000000,0.000039,-81.146098
1590.000000,0.000039,-83.345472
1600.000000,0.000039,-85.547306
1610.000000,0.000040,-88.244646
1620.000000,0.000040,-90.547891
1630.000000,0.000040,-92.854836
1640.000000,0.000041,-95.213921
1650.000000,0.000041,-97.629685
1660.000000,0.000041,-100.056078
1670.000000,0.000042,-102.540624
1680.000000,0.000043,-105.036213
1690.000000,0.000043,-107.597004
1700.000000,0.000044,-109.741818
1710.000000,0.000045,-112.383874
1720.000000,0.000046,-115.096772
1730.000000,0.000047,-117.340158
1740.000000,0.000048,-120.154411
