#X,Acoustic Pressure across Frequency(6)_At Node 924,Acoustic Pressure across Frequency(6)_At Node 924
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
20.000000,0.000355,-211.721127
30.000000,0.000312,-223.664121
40.000000,0.000272,-233.031512
50.000000,0.000238,-240.408362
60.000000,0.000211,-246.331029
70.000000,0.000188,-251.202673
80.000000,0.000170,-255.308094
90.000000,0.000154,-258.845913
100.000000,0.000142,-261.955575
110.000000,0.000131,-264.736405
120.000000,0.000123,-267.260375
130.000000,0.000115,-269.580560
140.000000,0.000109,-271.736777
150.000000,0.000103,-273.759390
160.000000,0.000098,-275.671908
170.000000,0.000094,-277.492801
180.000000,0.000090,-279.236776
190.000000,0.000087,-280.915698
200.000000,0.000085,-282.539250
210.000000,0.000082,-284.115440
220.000000,0.000080,-285.650946
230.000000,0.000078,-287.151417
240.000000,0.000077,-288.621669
250.000000,0.000076,-290.065860
260.000000,0.000075,-291.487603
270.000000,0.000074,-292.890090
280.000000,0.000073,-294.276154
290.000000,0.000073,-295.648337
300.000000,0.000072,-297.008955
310.000000,0.000072,-298.360132
320.000000,0.000072,-299.703842
330.000000,0.000073,-301.041923
340.000000,0.000073,-302.376141
350.000000,0.000074,-303.708190
360.000000,0.000075,-305.039698
370.000000,0.000076,-306.372290
380.000000,0.000077,-307.707580
390.000000,0.000078,-309.047205
400.000000,0.000080,-310.392836
410.000000,0.000082,-311.746218
420.000000,0.000084,-313.109183
430.000000,0.000086,-314.483690
440.000000,0.000089,-315.871862
450.000000,0.000092,-317.276025
460.000000,0.000095,-318.698781
470.000000,0.000099,-320.143037
480.000000,0.000103,-321.612136
490.000000,0.000108,-323.109938
500.000000,0.000114,-324.640968
510.000000,0.000120,-326.210588
520.000000,0.000127,-327.825275
530.000000,0.000135,-329.492899
540.000000,0.000145,-331.223214
550.000000,0.000155,-333.028452
560.000000,0.000168,-334.924224
570.000000,0.000183,-336.930790
580.000000,0.000200,-339.074948
590.000000,0.000221,-341.392907
600.000000,0.000246,-343.934766
610.000000,0.000277,-346.771733
620.000000,0.000316,-350.008163
630.000000,0.000366,-353.802365
640.000000,0.000431,-358.403896
650.000000,0.000519,-4.222197
660.000000,0.000638,-11.951948
670.000000,0.000800,-22.771886
680.000000,0.001005,-38.440328
690.000000,0.001187,-60.171588
700.000000,0.001215,-84.971988
710.000000,0.001082,-106.275286
720.000000,0.000913,-121.536506
730.000000,0.000774,-132.121324
740.000000,0.000670,-139.755072
750.000000,0.000593,-145.571902
760.000000,0.000537,-150.239609
770.000000,0.000495,-154.153993
780.000000,0.000464,-157.558793
790.000000,0.000442,-160.611253
800.000000,0.000425,-163.417945
810.000000,0.000415,-166.055028
820.000000,0.000409,-168.580311
830.000000,0.000407,-171.040907
840.000000,0.000410,-173.478643
850.000000,0.000418,-175.934422
860.000000,0.000431,-178.452548
870.000000,0.000449,-181.085938
880.000000,0.000475,-183.903564
890.000000,0.000511,-187.002460
900.000000,0.000560,-190.528896
910.000000,0.000627,-194.718672
920.000000,0.000721,-199.979313
930.000000,0.000859,-207.068915
940.000000,0.001063,-217.493649
950.000000,0.001352,-234.217712
960.000000,0.001615,-260.944708
970.000000,0.001519,-292.998330
980.000000,0.001166,-317.246584
990.000000,0.000868,-332.087965
1000.000000,0.000668,-341.444737
1010.000000,0.000533,-347.880419
1020.000000,0.000439,-352.673067
1030.000000,0.000371,-356.472627
1040.000000,0.000320,-359.632599
1050.000000,0.000281,-2.358613
1060.000000,0.000249,-4.777475
1070.000000,0.000224,-6.971333
1080.000000,0.000203,-8.995662
1090.000000,0.000186,-10.889275
1100.000000,0.000171,-12.680163
1110.000000,0.000159,-14.389067
1120.000000,0.000148,-16.031706
1130.000000,0.000139,-17.620265
1140.000000,0.000131,-19.164358
1150.000000,0.000124,-20.671714
1160.000000,0.000118,-22.148656
1170.000000,0.000112,-23.600429
1180.000000,0.000107,-25.031450
1190.000000,0.000103,-26.445511
1200.000000,0.000100,-27.845894
1210.000000,0.000096,-29.235496
1220.000000,0.000093,-30.616905
1230.000000,0.000091,-31.992475
1240.000000,0.000089,-33.364372
1250.000000,0.000087,-34.734625
1260.000000,0.000085,-36.105169
1270.000000,0.000084,-37.477870
1280.000000,0.000083,-38.854565
1290.000000,0.000082,-40.237091
1300.000000,0.000081,-41.627320
1310.000000,0.000080,-43.027178
1320.000000,0.000080,-44.438692
1330.000000,0.000080,-45.864017
1340.000000,0.000080,-47.305484
1350.000000,0.000080,-48.765647
1360.000000,0.000081,-50.247330
1370.000000,0.000081,-51.753710
1380.000000,0.000082,-53.288359
1390.000000,0.000084,-54.855372
1400.000000,0.000085,-56.459428
1410.000000,0.000087,-58.105921
1420.000000,0.000089,-59.801037
1430.000000,0.000091,-61.551849
1440.000000,0.000093,-63.366283
1450.000000,0.000096,-65.252912
1460.000000,0.000100,-67.220384
1470.000000,0.000104,-69.276161
1480.000000,0.000108,-71.424326
1490.000000,0.000113,-73.662672
1500.000000,0.000119,-75.981166
1510.000000,0.000126,-78.367974
1520.000000,0.000134,-80.831500
1530.000000,0.000144,-83.435586
1540.000000,0.000156,-86.319329
1550.000000,0.000170,-89.676683
1560.000000,0.000189,-93.723600
1570.000000,0.000212,-98.699278
1580.000000,0.000240,-104.904338
1590.000000,0.000274,-112.744371
1600.000000,0.000313,-122.730074
1610.000000,0.000352,-135.331394
1620.000000,0.000382,-150.531592
1630.000000,0.000388,-167.231130
1640.000000,0.000369,-183.428914
1650.000000,0.000333,-197.506395
1660.000000,0.000293,-209.015298
1670.000000,0.000256,-218.296218
1680.000000,0.000225,-225.893016
1690.000000,0.000199,-232.270690
1700.000000,0.000177,-237.742055
1710.000000,0.000158,-242.468133
1720.000000,0.000141,-246.490292
1730.000000,0.000127,-249.798532
1740.000000,0.000116,-252.420486
1750.000000,0.000106,-254.471176
1760.000000,0.000098,-256.124855
1770.000000,0.000091,-257.548753
1780.000000,0.000086,-258.860900
1790.000000,0.000082,-260.127980
1800.000000,0.000078,-261.382688
1810.000000,0.000075,-262.639694
1820.000000,0.000072,-263.904243
1830.000000,0.000070,-265.176450
1840.000000,0.000068,-266.453983
1850.000000,0.000066,-267.733817
1860.000000,0.000064,-269.013143
1870.000000,0.000063,-270.289724
1880.000000,0.000062,-271.561950
1890.000000,0.000061,-272.828761
1900.000000,0.000060,-274.089544
1910.000000,0.000059,-275.344019
1920.000000,0.000058,-276.592152
1930.000000,0.000058,-277.834077
1940.000000,0.000058,-279.070043
1950.000000,0.000057,-280.300369
1960.000000,0.000057,-281.525406
1970.000000,0.000057,-282.745516
1980.000000,0.000057,-283.961037
1990.000000,0.000058,-285.172260
2000.000000,0.000058,-286.379404


