#X,Acoustic Pressure across Frequency(3)_At Node 633
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude
20.000000,1.623574E-04
30.000000,1.134574E-04
40.000000,8.670798E-05
50.000000,7.008885E-05
60.000000,5.883525E-05
70.000000,5.074224E-05
80.000000,4.466089E-05
90.000000,3.993677E-05
100.000000,3.617074E-05
110.000000,3.310596E-05
120.000000,3.056982E-05
130.000000,2.844216E-05
140.000000,2.663683E-05
150.000000,2.509045E-05
160.000000,2.375542E-05
170.000000,2.259534E-05
180.000000,2.158187E-05
190.000000,2.069270E-05
200.000000,1.990998E-05
210.000000,1.921932E-05
220.000000,1.860902E-05
230.000000,1.806945E-05
240.000000,1.759263E-05
250.000000,1.717195E-05
260.000000,1.680187E-05
270.000000,1.647775E-05
280.000000,1.619568E-05
290.000000,1.595238E-05
300.000000,1.574508E-05
310.000000,1.557149E-05
320.000000,1.542967E-05
330.000000,1.531806E-05
340.000000,1.523537E-05
350.000000,1.518060E-05
360.000000,1.515299E-05
370.000000,1.515201E-05
380.000000,1.517736E-05
390.000000,1.522894E-05
400.000000,1.530686E-05
410.000000,1.541144E-05
420.000000,1.554320E-05
430.000000,1.570288E-05
440.000000,1.589148E-05
450.000000,1.611020E-05
460.000000,1.636056E-05
470.000000,1.664435E-05
480.000000,1.696370E-05
490.000000,1.732114E-05
500.000000,1.771961E-05
510.000000,1.816259E-05
520.000000,1.865411E-05
530.000000,1.919892E-05
540.000000,1.980258E-05
550.000000,2.047163E-05
560.000000,2.121381E-05
570.000000,2.203828E-05
580.000000,2.295601E-05
590.000000,2.398013E-05
600.000000,2.512656E-05
610.000000,2.641470E-05
620.000000,2.786843E-05
630.000000,2.951748E-05
640.000000,3.139926E-05
650.000000,3.356152E-05
660.000000,3.606609E-05
670.000000,3.899451E-05
680.000000,4.245639E-05
690.000000,4.660265E-05
700.000000,5.164676E-05
710.000000,5.790067E-05
720.000000,6.583844E-05
730.000000,7.621612E-05
740.000000,9.031464E-05
750.000000,1.104802E-04
760.000000,1.414765E-04
770.000000,1.944114E-04
780.000000,2.998832E-04
790.000000,5.276582E-04
800.000000,5.370872E-04
810.000000,3.117449E-04
820.000000,2.060126E-04
830.000000,1.529503E-04
840.000000,1.219221E-04
850.000000,1.017758E-04
860.000000,8.772866E-05
870.000000,7.742626E-05
880.000000,6.958380E-05
890.000000,6.344343E-05
900.000000,5.853026E-05
910.000000,5.453210E-05
920.000000,5.123559E-05
930.000000,4.849015E-05
940.000000,4.618668E-05
950.000000,4.424434E-05
960.000000,4.260210E-05
970.000000,4.121316E-05
980.000000,4.004120E-05
990.000000,3.905774E-05
1000.000000,3.824032E-05
1010.000000,3.757148E-05
1020.000000,3.703504E-05
1030.000000,3.662271E-05
1040.000000,3.632427E-05
1050.000000,3.613314E-05
1060.000000,3.604440E-05
1070.000000,3.605462E-05
1080.000000,3.616176E-05
1090.000000,3.636506E-05
1100.000000,3.666497E-05
1110.000000,3.706312E-05
1120.000000,3.756239E-05
1130.000000,3.816689E-05
1140.000000,3.888209E-05
1150.000000,3.971494E-05
1160.000000,4.067406E-05
1170.000000,4.176993E-05
1180.000000,4.301525E-05
1190.000000,4.442527E-05
1200.000000,4.601831E-05
1210.000000,4.781641E-05
1220.000000,4.984610E-05
1230.000000,5.213948E-05
1240.000000,5.473563E-05
1250.000000,5.768238E-05
1260.000000,6.103885E-05
1270.000000,6.487870E-05
1280.000000,6.929479E-05
1290.000000,7.440551E-05
1300.000000,8.036350E-05
1310.000000,8.716569E-05
1320.000000,9.571898E-05
1330.000000,1.057466E-04
1340.000000,1.179985E-04
1350.000000,1.332393E-04
1360.000000,1.526277E-04
1370.000000,1.780020E-04
1380.000000,2.124617E-04
1390.000000,2.616660E-04
1400.000000,3.371535E-04
1410.000000,4.666184E-04
1420.000000,7.371720E-04
1430.000000,1.631891E-03
1440.000000,6.257261E-03
1450.000000,1.279529E-03
1460.000000,7.163702E-04
1470.000000,5.092344E-04
1480.000000,4.031048E-04
1490.000000,3.396413E-04
1500.000000,2.983234E-04
1510.000000,2.701219E-04
1520.000000,2.504829E-04
1530.000000,2.369048E-04
1540.000000,2.279514E-04
1550.000000,2.228039E-04
1560.000000,2.210488E-04
1570.000000,2.225838E-04
1580.000000,2.275983E-04
1590.000000,2.366222E-04
1600.000000,2.506631E-04
1610.000000,2.715056E-04
1620.000000,3.023547E-04
1630.000000,3.493258E-04
1640.000000,4.253497E-04
1650.000000,5.623044E-04
1660.000000,8.569216E-04
1670.000000,1.543128E-03
1680.000000,1.222869E-03
1690.000000,6.349041E-04
1700.000000,3.958222E-04
1710.000000,2.844618E-04
1720.000000,2.158589E-04
1730.000000,1.714750E-04
1740.000000,1.405451E-04
1750.000000,1.178520E-04
1760.000000,1.005499E-04
1770.000000,8.695701E-05
1780.000000,7.601694E-05
1790.000000,6.703366E-05
1800.000000,5.953019E-05
1810.000000,5.316886E-05
1820.000000,4.770398E-05
1830.000000,4.295248E-05
1840.000000,3.877502E-05
1850.000000,3.506355E-05
1860.000000,3.173297E-05
1870.000000,2.871533E-05
1880.000000,2.595639E-05
1890.000000,2.341587E-05
1900.000000,2.109412E-05
1910.000000,1.824930E-05
1920.000000,1.647307E-05
1930.000000,1.442516E-05
1940.000000,1.239241E-05
1950.000000,1.031738E-05
1960.000000,1.065638E-05
1970.000000,6.688421E-06
1980.000000,4.574616E-06
1990.000000,2.442548E-06
2000.000000,2.271318E-07


