#X,Acoustic Pressure across Frequency(1)_At Node 718
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude
20.000000,0.000114
30.000000,0.000072
40.000000,0.000049
50.000000,0.000033
60.000000,0.000021
70.000000,0.000012
80.000000,0.000005
90.000000,0.000004
100.000000,0.000009
110.000000,0.000015
120.000000,0.000020
130.000000,0.000025
140.000000,0.000030
150.000000,0.000035
160.000000,0.000040
170.000000,0.000044
180.000000,0.000049
190.000000,0.000053
200.000000,0.000057
210.000000,0.000062
220.000000,0.000066
230.000000,0.000070
240.000000,0.000074
250.000000,0.000079
260.000000,0.000083
270.000000,0.000087
280.000000,0.000092
290.000000,0.000096
300.000000,0.000100
310.000000,0.000105
320.000000,0.000109
330.000000,0.000114
340.000000,0.000119
350.000000,0.000123
360.000000,0.000128
370.000000,0.000133
380.000000,0.000138
390.000000,0.000143
400.000000,0.000149
410.000000,0.000154
420.000000,0.000160
430.000000,0.000166
440.000000,0.000173
450.000000,0.000180
460.000000,0.000187
470.000000,0.000195
480.000000,0.000204
490.000000,0.000214
500.000000,0.000226
510.000000,0.000240
520.000000,0.000259
530.000000,0.000285
540.000000,0.000327
550.000000,0.000408
560.000000,0.000604
570.000000,0.000373
580.000000,0.000086
590.000000,0.000088
600.000000,0.000124
610.000000,0.000150
620.000000,0.000169
630.000000,0.000184
640.000000,0.000197
650.000000,0.000209
660.000000,0.000219
670.000000,0.000229
680.000000,0.000238
690.000000,0.000247
700.000000,0.000256
710.000000,0.000265
720.000000,0.000273
730.000000,0.000282
740.000000,0.000290
750.000000,0.000299
760.000000,0.000308
770.000000,0.000317
780.000000,0.000326
790.000000,0.000335
800.000000,0.000344
810.000000,0.000354
820.000000,0.000364
830.000000,0.000374
840.000000,0.000384
850.000000,0.000395
860.000000,0.000406
870.000000,0.000417
880.000000,0.000429
890.000000,0.000441
900.000000,0.000454
910.000000,0.000467
920.000000,0.000481
930.000000,0.000495
940.000000,0.000510
950.000000,0.000526
960.000000,0.000543
970.000000,0.000561
980.000000,0.000580
990.000000,0.000600
1000.000000,0.000622
1010.000000,0.000645
1020.000000,0.000671
1030.000000,0.000700
1040.000000,0.000731
1050.000000,0.000768
1060.000000,0.000810
1070.000000,0.000860
1080.000000,0.000923
1090.000000,0.001005
1100.000000,0.001121
1110.000000,0.001308
1120.000000,0.001671
1130.000000,0.002577
1140.000000,0.001872
1150.000000,0.000457
1160.000000,0.000262
1170.000000,0.000407
1180.000000,0.000528
1190.000000,0.000624
1200.000000,0.000704
1210.000000,0.000776
1220.000000,0.000843
1230.000000,0.000908
1240.000000,0.000972
1250.000000,0.001038
1260.000000,0.001106
1270.000000,0.001178
1280.000000,0.001254
1290.000000,0.001336
1300.000000,0.001425
1310.000000,0.001522
1320.000000,0.001630
1330.000000,0.001750
1340.000000,0.001886
1350.000000,0.002040
1360.000000,0.002217
1370.000000,0.002424
1380.000000,0.002669
1390.000000,0.002964
1400.000000,0.003326
1410.000000,0.003781
1420.000000,0.004374
1430.000000,0.005177
1440.000000,0.006328
1450.000000,0.008116
1460.000000,0.011278
1470.000000,0.018395
1480.000000,0.049158
1490.000000,0.070911
1500.000000,0.020941
1510.000000,0.012274
1520.000000,0.008684
1530.000000,0.006719
1540.000000,0.005479
1550.000000,0.004623
1560.000000,0.003998
1570.000000,0.003518
1580.000000,0.003139
1590.000000,0.002831
1600.000000,0.002575
1610.000000,0.002358
1620.000000,0.002171
1630.000000,0.002008
1640.000000,0.001863
1650.000000,0.001732
1660.000000,0.001613
1670.000000,0.001503
1680.000000,0.001398
1690.000000,0.001296
1700.000000,0.001194
1710.000000,0.001090
1720.000000,0.000973
1730.000000,0.000836
1740.000000,0.000660
1750.000000,0.000442
1760.000000,0.000765
1770.000000,0.003335
1780.000000,0.002844
1790.000000,0.002010
1800.000000,0.001658
1810.000000,0.001449
1820.000000,0.001342
1830.000000,0.001246
1840.000000,0.001172
1850.000000,0.001111
1860.000000,0.001059
1870.000000,0.001014
1880.000000,0.000974
1890.000000,0.000938
1900.000000,0.000905
1910.000000,0.000875
1920.000000,0.000847
1930.000000,0.000821
1940.000000,0.000796
1950.000000,0.000772
1960.000000,0.000750
1970.000000,0.000728
1980.000000,0.000708
1990.000000,0.000688
2000.000000,0.000669


