#X,Acoustic Pressure across Frequency(7)_At Node 723,Acoustic Pressure across Frequency(7)_At Node 723
#Frequency(Hz),Angle(degrees)_Phase,Pressure(N/mm^2(MPa))_Magnitude
20.000000,-248.226467,0.000166
30.000000,-256.731545,0.000116
40.000000,-261.754500,0.000089
50.000000,-265.247601,0.000072
60.000000,-267.942374,0.000060
70.000000,-270.169581,0.000052
80.000000,-272.099709,0.000046
90.000000,-273.829374,0.000041
100.000000,-275.417380,0.000037
110.000000,-276.901546,0.000034
120.000000,-278.307289,0.000032
130.000000,-279.652320,0.000030
140.000000,-280.949357,0.000028
150.000000,-282.207773,0.000026
160.000000,-283.434635,0.000025
170.000000,-284.635374,0.000024
180.000000,-285.814252,0.000023
190.000000,-286.974666,0.000022
200.000000,-288.119361,0.000021
210.000000,-289.250601,0.000021
220.000000,-290.370267,0.000020
230.000000,-291.479951,0.000020
240.000000,-292.581019,0.000019
250.000000,-293.674652,0.000019
260.000000,-294.761877,0.000019
270.000000,-295.843623,0.000018
280.000000,-296.920709,0.000018
290.000000,-297.993875,0.000018
300.000000,-299.063804,0.000018
310.000000,-300.131120,0.000018
320.000000,-301.196406,0.000018
330.000000,-302.260204,0.000018
340.000000,-303.323029,0.000018
350.000000,-304.385366,0.000018
360.000000,-305.447677,0.000018
370.000000,-306.510410,0.000019
380.000000,-307.573992,0.000019
390.000000,-308.638843,0.000019
400.000000,-309.705374,0.000019
410.000000,-310.773986,0.000020
420.000000,-311.845074,0.000020
430.000000,-312.919041,0.000021
440.000000,-313.996283,0.000021
450.000000,-315.077213,0.000022
460.000000,-316.162238,0.000023
470.000000,-317.251803,0.000023
480.000000,-318.346355,0.000024
490.000000,-319.446385,0.000025
500.000000,-320.552413,0.000026
510.000000,-321.665002,0.000027
520.000000,-322.784801,0.000029
530.000000,-323.912513,0.000030
540.000000,-325.048968,0.000032
550.000000,-326.195109,0.000034
560.000000,-327.352058,0.000036
570.000000,-328.521155,0.000039
580.000000,-329.704016,0.000042
590.000000,-330.902641,0.000045
600.000000,-332.119523,0.000049
610.000000,-333.357823,0.000053
620.000000,-334.621628,0.000058
630.000000,-335.916305,0.000065
640.000000,-337.249072,0.000072
650.000000,-338.629854,0.000081
660.000000,-340.072693,0.000093
670.000000,-341.598142,0.000107
680.000000,-343.237494,0.000126
690.000000,-345.040896,0.000150
700.000000,-347.093975,0.000185
710.000000,-349.555884,0.000235
720.000000,-352.759061,0.000315
730.000000,-357.528156,0.000456
740.000000,-6.562155,0.000760
750.000000,-34.001668,0.001653
760.000000,-114.846272,0.001917
770.000000,-146.632834,0.000981
780.000000,-156.510144,0.000660
790.000000,-161.603918,0.000518
800.000000,-165.025396,0.000444
810.000000,-167.697878,0.000404
820.000000,-169.996060,0.000385
830.000000,-172.112886,0.000383
840.000000,-174.177667,0.000395
850.000000,-176.313794,0.000427
860.000000,-178.697666,0.000486
870.000000,-181.692595,0.000598
880.000000,-186.368048,0.000841
890.000000,-198.213248,0.001600
900.000000,-291.490272,0.003973
910.000000,-344.421058,0.001104
920.000000,-352.888149,0.000569
930.000000,-356.772651,0.000370
940.000000,-359.338582,0.000268
950.000000,-1.343495,0.000206
960.000000,-3.055612,0.000165
970.000000,-4.594130,0.000137
980.000000,-6.020273,0.000116
990.000000,-7.368845,0.000100
1000.000000,-8.661188,0.000087
1010.000000,-9.911179,0.000077
1020.000000,-11.128281,0.000069
1030.000000,-12.318338,0.000062
1040.000000,-13.488867,0.000056
1050.000000,-14.641018,0.000052
1060.000000,-15.778520,0.000047
1070.000000,-16.903663,0.000044
1080.000000,-18.018303,0.000041
1090.000000,-19.123968,0.000038
1100.000000,-20.221951,0.000036
1110.000000,-21.313352,0.000034
1120.000000,-22.399124,0.000032
1130.000000,-23.480108,0.000030
1140.000000,-24.557058,0.000029
1150.000000,-25.630652,0.000028
1160.000000,-26.701498,0.000027
1170.000000,-27.770176,0.000026
1180.000000,-28.837208,0.000025
1190.000000,-29.903091,0.000024
1200.000000,-30.968296,0.000023
1210.000000,-32.033261,0.000023
1220.000000,-33.098416,0.000022
1230.000000,-34.164163,0.000022
1240.000000,-35.230904,0.000021
1250.000000,-36.299021,0.000021
1260.000000,-37.368891,0.000020
1270.000000,-38.440894,0.000020
1280.000000,-39.515392,0.000020
1290.000000,-40.592757,0.000020
1300.000000,-41.673376,0.000020
1310.000000,-42.757668,0.000019
1320.000000,-43.847095,0.000019
1330.000000,-44.938094,0.000019
1340.000000,-46.035687,0.000019
1350.000000,-47.138487,0.000020
1360.000000,-48.247050,0.000020
1370.000000,-49.361929,0.000020
1380.000000,-50.483717,0.000020
1390.000000,-51.613077,0.000020
1400.000000,-52.750765,0.000021
1410.000000,-53.897649,0.000021
1420.000000,-55.054741,0.000022
1430.000000,-56.223216,0.000022
1440.000000,-57.404503,0.000023
1450.000000,-58.600299,0.000024
1460.000000,-59.812682,0.000024
1470.000000,-61.044220,0.000025
1480.000000,-62.298129,0.000027
1490.000000,-63.578476,0.000028
1500.000000,-64.890508,0.000029
1510.000000,-66.241099,0.000031
1520.000000,-67.639422,0.000033
1530.000000,-69.098002,0.000036
1540.000000,-70.634393,0.000039
1550.000000,-72.273935,0.000043
1560.000000,-74.054603,0.000048
1570.000000,-76.035909,0.000054
1580.000000,-78.316538,0.000063
1590.000000,-81.072472,0.000074
1600.000000,-84.649462,0.000092
1610.000000,-89.824772,0.000120
1620.000000,-98.722403,0.000173
1630.000000,-118.910441,0.000286
1640.000000,-171.966847,0.000411
1650.000000,-218.802829,0.000258
1660.000000,-235.997065,0.000158
1670.000000,-244.001491,0.000111
1680.000000,-248.828471,0.000085
1690.000000,-252.243273,0.000069
1700.000000,-254.917126,0.000057
1710.000000,-257.156896,0.000049
1720.000000,-259.123551,0.000043
1730.000000,-260.832252,0.000039
1740.000000,-262.536857,0.000035
1750.000000,-264.093299,0.000032
1760.000000,-265.577953,0.000029
1770.000000,-267.008982,0.000027
1780.000000,-268.398922,0.000025
1790.000000,-269.757021,0.000023
1800.000000,-271.090340,0.000022
1810.000000,-272.404419,0.000021
1820.000000,-273.703711,0.000019
1830.000000,-274.991889,0.000018
1840.000000,-276.272048,0.000017
1850.000000,-277.546862,0.000017
1860.000000,-278.818696,0.000016
1870.000000,-280.089694,0.000015
1880.000000,-281.361846,0.000014
1890.000000,-282.637050,0.000014
1900.000000,-283.917178,0.000013
1910.000000,-285.204165,0.000012
1920.000000,-286.500482,0.000012
1930.000000,-287.808541,0.000011
1940.000000,-289.120578,0.000010
1950.000000,-290.456856,0.000010
1960.000000,-291.819995,0.000009
1970.000000,-292.993267,0.000009
1980.000000,-294.519894,0.000007
1990.000000,-295.940060,0.000006
2000.000000,-297.380916,0.000005


