#X,Acoustic Pressure across Frequency(2)_At Node 479
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude
20.000000,1.614807E-04
30.000000,1.128525E-04
40.000000,8.630792E-05
50.000000,6.984699E-05
60.000000,5.872310E-05
70.000000,5.074164E-05
80.000000,4.475966E-05
90.000000,4.012646E-05
100.000000,3.644545E-05
110.000000,3.346161E-05
120.000000,3.100373E-05
130.000000,2.895272E-05
140.000000,2.722329E-05
150.000000,2.575279E-05
160.000000,2.449426E-05
170.000000,2.341182E-05
180.000000,2.247765E-05
190.000000,2.166988E-05
200.000000,2.097116E-05
210.000000,2.036752E-05
220.000000,1.984772E-05
230.000000,1.940259E-05
240.000000,1.902466E-05
250.000000,1.870782E-05
260.000000,1.844709E-05
270.000000,1.823841E-05
280.000000,1.807853E-05
290.000000,1.796486E-05
300.000000,1.789542E-05
310.000000,1.786874E-05
320.000000,1.788382E-05
330.000000,1.794013E-05
340.000000,1.803754E-05
350.000000,1.817631E-05
360.000000,1.835712E-05
370.000000,1.858106E-05
380.000000,1.884962E-05
390.000000,1.916473E-05
400.000000,1.952883E-05
410.000000,1.994485E-05
420.000000,2.041631E-05
430.000000,2.094738E-05
440.000000,2.154296E-05
450.000000,2.220881E-05
460.000000,2.295168E-05
470.000000,2.377947E-05
480.000000,2.470144E-05
490.000000,2.572846E-05
500.000000,2.687336E-05
510.000000,2.815132E-05
520.000000,2.958035E-05
530.000000,3.118201E-05
540.000000,3.298219E-05
550.000000,3.501223E-05
560.000000,3.731036E-05
570.000000,3.992359E-05
580.000000,4.291032E-05
590.000000,4.634383E-05
600.000000,5.031723E-05
610.000000,5.495037E-05
620.000000,6.039997E-05
630.000000,6.687448E-05
640.000000,7.465689E-05
650.000000,8.414039E-05
660.000000,9.588653E-05
670.000000,1.107242E-04
680.000000,1.299267E-04
690.000000,1.555496E-04
700.000000,1.911277E-04
710.000000,2.432666E-04
720.000000,3.258048E-04
730.000000,4.729582E-04
740.000000,7.937269E-04
750.000000,1.738671E-03
760.000000,1.868358E-03
770.000000,9.661285E-04
780.000000,6.538400E-04
790.000000,5.140212E-04
800.000000,4.407298E-04
810.000000,4.010231E-04
820.000000,3.824883E-04
830.000000,3.807825E-04
840.000000,3.965006E-04
850.000000,4.361289E-04
860.000000,5.194176E-04
870.000000,7.147800E-04
880.000000,1.451899E-03
890.000000,2.622170E-03
900.000000,5.941032E-04
910.000000,2.764694E-04
920.000000,1.495296E-04
930.000000,7.961701E-05
940.000000,3.323123E-05
950.000000,2.273306E-06
960.000000,3.318825E-05
970.000000,6.368264E-05
980.000000,9.769189E-05
990.000000,1.405759E-04
1000.000000,2.021673E-04
1010.000000,3.054898E-04
1020.000000,5.171221E-04
1030.000000,9.857002E-04
1040.000000,8.626264E-04
1050.000000,5.038141E-04
1060.000000,3.466800E-04
1070.000000,2.662287E-04
1080.000000,2.182906E-04
1090.000000,1.867907E-04
1100.000000,1.647222E-04
1110.000000,1.485835E-04
1120.000000,1.364428E-04
1130.000000,1.271541E-04
1140.000000,1.200007E-04
1150.000000,1.145181E-04
1160.000000,1.104002E-04
1170.000000,1.074464E-04
1180.000000,1.055324E-04
1190.000000,1.045940E-04
1200.000000,1.046198E-04
1210.000000,1.056517E-04
1220.000000,1.077934E-04
1230.000000,1.112285E-04
1240.000000,1.162558E-04
1250.000000,1.233532E-04
1260.000000,1.332991E-04
1270.000000,1.474141E-04
1280.000000,1.680825E-04
1290.000000,1.999880E-04
1300.000000,2.533486E-04
1310.000000,3.523024E-04
1320.000000,5.266708E-04
1330.000000,5.197703E-04
1340.000000,3.124745E-04
1350.000000,1.972885E-04
1360.000000,1.369324E-04
1370.000000,1.012039E-04
1380.000000,7.787658E-05
1390.000000,6.151933E-05
1400.000000,4.941804E-05
1410.000000,4.007977E-05
1420.000000,3.261837E-05
1430.000000,2.647445E-05
1440.000000,2.127601E-05
1450.000000,1.676395E-05
1460.000000,1.274965E-05
1470.000000,9.089374E-06
1480.000000,5.668033E-06
1490.000000,2.388006E-06
1500.000000,8.391184E-07
1510.000000,4.099488E-06
1520.000000,7.483760E-06
1530.000000,1.109480E-05
1540.000000,1.505783E-05
1550.000000,1.953518E-05
1560.000000,2.474992E-05
1570.000000,3.102606E-05
1580.000000,3.886231E-05
1590.000000,4.907756E-05
1600.000000,6.312548E-05
1610.000000,8.385477E-05
1620.000000,1.176200E-04
1630.000000,1.810326E-04
1640.000000,3.162281E-04
1650.000000,3.924534E-04
1660.000000,2.338328E-04
1670.000000,1.443455E-04
1680.000000,9.425634E-05
1690.000000,5.442531E-05
1700.000000,8.808998E-07
1710.000000,1.796739E-04
1720.000000,2.924598E-04
1730.000000,1.652813E-04
1740.000000,1.283743E-04
1750.000000,1.108925E-04
1760.000000,1.008173E-04
1770.000000,9.452528E-05
1780.000000,9.054851E-05
1790.000000,8.818805E-05
1800.000000,8.708502E-05
1810.000000,8.705925E-05
1820.000000,8.804227E-05
1830.000000,9.005108E-05
1840.000000,9.318497E-05
1850.000000,9.764182E-05
1860.000000,1.037602E-04
1870.000000,1.121089E-04
1880.000000,1.236804E-04
1890.000000,1.403577E-04
1900.000000,1.662393E-04
1910.000000,2.124463E-04
1920.000000,3.197855E-04
1930.000000,3.004494E-04
1940.000000,1.281677E-05
1950.000000,1.411650E-04
1960.000000,2.641242E-04
1970.000000,3.804318E-04
1980.000000,3.520519E-04
1990.000000,2.580702E-04
2000.000000,1.929371E-04


