#X,Acoustic Pressure across Frequency(3)_At Node 586,Acoustic Pressure across Frequency(3)_At Node 586
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
20.000000,1.628648E-04,-249.688199
30.000000,1.140140E-04,-258.625824
40.000000,8.731964E-05,-264.116023
50.000000,7.077332E-05,-268.093440
60.000000,5.960715E-05,-271.280819
70.000000,5.161321E-05,-274.004838
80.000000,4.564073E-05,-276.433984
90.000000,4.103441E-05,-278.663810
100.000000,3.739492E-05,-280.752493
110.000000,3.446573E-05,-282.737458
120.000000,3.207489E-05,-284.643869
130.000000,3.010320E-05,-286.489288
140.000000,2.846572E-05,-288.286361
150.000000,2.710058E-05,-290.044453
160.000000,2.596195E-05,-291.770682
170.000000,2.501550E-05,-293.470579
180.000000,2.423538E-05,-295.148539
190.000000,2.360218E-05,-296.808128
200.000000,2.310155E-05,-298.452278
210.000000,2.272323E-05,-300.083465
220.000000,2.246049E-05,-301.703802
230.000000,2.230975E-05,-303.315117
240.000000,2.227047E-05,-304.919001
250.000000,2.234518E-05,-306.516895
260.000000,2.253983E-05,-308.110058
270.000000,2.286431E-05,-309.699661
280.000000,2.333340E-05,-311.286758
290.000000,2.396822E-05,-312.872323
300.000000,2.479852E-05,-314.457270
310.000000,2.586615E-05,-316.042459
320.000000,2.723081E-05,-317.628723
330.000000,2.897938E-05,-319.216886
340.000000,3.124229E-05,-320.807823
350.000000,3.422346E-05,-322.402516
360.000000,3.825907E-05,-324.002203
370.000000,4.394401E-05,-325.608683
380.000000,5.243783E-05,-327.225046
390.000000,6.634021E-05,-328.857760
400.000000,9.292816E-05,-330.524393
410.000000,1.632587E-04,-332.299169
420.000000,8.621474E-04,-335.577229
430.000000,2.412487E-04,-154.560566
440.000000,1.020827E-04,-156.511479
450.000000,6.327539E-05,-158.227070
460.000000,4.508506E-05,-159.897438
470.000000,3.455647E-05,-161.553371
480.000000,2.770657E-05,-163.204236
490.000000,2.290380E-05,-164.853768
500.000000,1.935600E-05,-166.503670
510.000000,1.663218E-05,-168.154772
520.000000,1.447777E-05,-169.807479
530.000000,1.273271E-05,-171.461962
540.000000,1.129134E-05,-173.118275
550.000000,1.008108E-05,-174.776411
560.000000,9.050407E-06,-176.436341
570.000000,8.161687E-06,-178.098045
580.000000,7.386783E-06,-179.761538
590.000000,6.704185E-06,-181.426891
600.000000,6.097114E-06,-183.094263
610.000000,5.552236E-06,-184.763924
620.000000,5.058742E-06,-186.436293
630.000000,4.607692E-06,-188.111980
640.000000,4.191517E-06,-189.791842
650.000000,3.803634E-06,-191.477060
660.000000,3.438120E-06,-193.169234
670.000000,3.089420E-06,-194.870541
680.000000,2.752056E-06,-196.583932
690.000000,2.420288E-06,-198.313453
700.000000,2.087683E-06,-200.064735
710.000000,1.746491E-06,-201.845763
720.000000,1.386668E-06,-203.668204
730.000000,9.941964E-07,-205.549682
740.000000,5.480203E-07,-207.518084
750.000000,1.389069E-08,-209.619629
760.000000,6.692267E-07,-31.941239
770.000000,1.623412E-06,-34.652870
780.000000,3.135498E-06,-38.162446
790.000000,6.073019E-06,-43.716678
800.000000,1.460832E-05,-57.605264
810.000000,3.881220E-05,-144.559769
820.000000,1.474378E-05,-197.901937
830.000000,8.902174E-06,-207.933807
840.000000,6.574661E-06,-212.675097
850.000000,5.307780E-06,-215.875860
860.000000,4.495333E-06,-218.424338
870.000000,3.918689E-06,-220.636410
880.000000,3.480008E-06,-222.652370
890.000000,3.128908E-06,-224.544078
900.000000,2.836723E-06,-226.352168
910.000000,2.585866E-06,-228.101440
920.000000,2.364870E-06,-229.807887
930.000000,2.165879E-06,-231.482344
940.000000,1.983268E-06,-233.132418
950.000000,1.812866E-06,-234.763647
960.000000,1.651560E-06,-236.380186
970.000000,1.498322E-06,-237.985750
980.000000,1.340709E-06,-239.579057
990.000000,1.192954E-06,-241.167838
1000.000000,1.044047E-06,-242.750271
