#X,Acoustic Pressure across Frequency(1)_At Node 588,Acoustic Pressure across Frequency(1)_At Node 588
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
20.000000,0.000137,-241.670294
30.000000,0.000074,-244.393471
40.000000,0.000033,-236.086743
50.000000,0.000013,-168.178704
60.000000,0.000030,-107.065080
70.000000,0.000052,-97.220116
80.000000,0.000073,-93.991802
90.000000,0.000093,-92.516517
100.000000,0.000113,-91.719177
110.000000,0.000133,-91.241524
120.000000,0.000153,-90.934457
130.000000,0.000173,-90.726537
140.000000,0.000193,-90.580006
150.000000,0.000215,-90.473394
160.000000,0.000236,-90.393784
170.000000,0.000259,-90.333046
180.000000,0.000283,-90.285863
190.000000,0.000309,-90.248654
200.000000,0.000335,-90.218938
210.000000,0.000364,-90.194962
220.000000,0.000395,-90.175458
230.000000,0.000428,-90.159499
240.000000,0.000464,-90.146398
250.000000,0.000504,-90.135641
260.000000,0.000548,-90.126843
270.000000,0.000597,-90.119717
280.000000,0.000652,-90.114055
290.000000,0.000715,-90.109716
300.000000,0.000786,-90.106614
310.000000,0.000870,-90.104727
320.000000,0.000970,-90.104095
330.000000,0.001090,-90.104844
340.000000,0.001237,-90.107215
350.000000,0.001425,-90.111638
360.000000,0.001671,-90.118869
370.000000,0.002010,-90.130287
380.000000,0.002507,-90.148622
390.000000,0.003310,-90.180047
400.000000,0.004831,-90.241892
410.000000,0.008831,-90.408197
420.000000,0.048450,-92.073967
430.000000,0.014067,-269.441121
440.000000,0.006168,-269.771928
450.000000,0.003957,-269.863496
460.000000,0.002915,-269.905980
470.000000,0.002308,-269.930265
480.000000,0.001909,-269.945842
490.000000,0.001627,-269.956594
500.000000,0.001417,-269.964407
510.000000,0.001253,-269.970301
520.000000,0.001122,-269.974879
530.000000,0.001015,-269.978519
540.000000,0.000925,-269.981470
550.000000,0.000848,-269.983901
560.000000,0.000782,-269.985932
570.000000,0.000724,-269.987650
580.000000,0.000673,-269.989119
590.000000,0.000628,-269.990390
600.000000,0.000587,-269.991498
610.000000,0.000549,-269.992476
620.000000,0.000516,-269.993345
630.000000,0.000484,-269.994125
640.000000,0.000456,-269.994833
650.000000,0.000429,-269.995481
660.000000,0.000404,-269.996081
670.000000,0.000381,-269.996642
680.000000,0.000359,-269.997172
690.000000,0.000338,-269.997678
700.000000,0.000318,-269.998165
710.000000,0.000299,-269.998635
720.000000,0.000281,-269.999084
730.000000,0.000264,-269.999498
740.000000,0.000247,-269.999837
750.000000,0.000231,-270.000000
760.000000,0.000215,-269.999721
770.000000,0.000200,-269.998234
780.000000,0.000185,-269.992878
790.000000,0.000170,-269.970945
800.000000,0.000155,-269.815544
810.000000,0.000143,-268.591067
820.000000,0.000129,-269.775086
830.000000,0.000115,-269.907801
840.000000,0.000101,-269.942761
850.000000,0.000087,-269.956778
860.000000,0.000073,-269.963172
870.000000,0.000060,-269.965526
880.000000,0.000046,-269.964552
890.000000,0.000032,-269.958681
900.000000,0.000018,-269.938566
910.000000,0.000003,-269.714587
920.000000,0.000012,-90.064944
930.000000,0.000026,-90.023687
940.000000,0.000042,-90.012575
950.000000,0.000058,-90.007629
960.000000,0.000074,-90.004936
970.000000,0.000091,-90.003307
980.000000,0.000108,-90.002219
990.000000,0.000126,-90.001503
1000.000000,0.000145,-90.001000
1010.000000,0.000166,-90.000643
1020.000000,0.000187,-90.000391
1030.000000,0.000209,-90.000215
1040.000000,0.000233,-90.000099
1050.000000,0.000259,-90.000030
1060.000000,0.000286,-90.000001
1070.000000,0.000316,-90.000008
1080.000000,0.000348,-90.000049
1090.000000,0.000384,-90.000122
1100.000000,0.000423,-90.000228
1110.000000,0.000466,-90.000372
1120.000000,0.000515,-90.000556
1130.000000,0.000570,-90.000789
1140.000000,0.000633,-90.001080
1150.000000,0.000706,-90.001444
1160.000000,0.000792,-90.001900
1170.000000,0.000895,-90.002478
1180.000000,0.001020,-90.003218
1190.000000,0.001177,-90.004188
1200.000000,0.001379,-90.005491
1210.000000,0.001650,-90.007305
1220.000000,0.002035,-90.009961
1230.000000,0.002624,-90.014146
1240.000000,0.003642,-90.021558
1250.000000,0.005838,-90.037856
1260.000000,0.014100,-90.100214
1270.000000,0.037375,-269.716157
1280.000000,0.008179,-269.931606
1290.000000,0.004635,-269.957753
1300.000000,0.003252,-269.967732
1310.000000,0.002514,-269.972853
1320.000000,0.002054,-269.975856
1330.000000,0.001740,-269.977734
1340.000000,0.001511,-269.978931
1350.000000,0.001336,-269.979676
1360.000000,0.001198,-269.980093
1370.000000,0.001086,-269.980258
1380.000000,0.000993,-269.980213
1390.000000,0.000915,-269.979986
1400.000000,0.000847,-269.979590
1410.000000,0.000789,-269.979029
1420.000000,0.000737,-269.978301
1430.000000,0.000691,-269.977396
1440.000000,0.000650,-269.976299
1450.000000,0.000613,-269.974985
1460.000000,0.000579,-269.973424
1470.000000,0.000548,-269.971571
1480.000000,0.000519,-269.969371
1490.000000,0.000492,-269.966745
1500.000000,0.000467,-269.963591
1510.000000,0.000443,-269.959765
1520.000000,0.000420,-269.955065
1530.000000,0.000398,-269.949201
1540.000000,0.000376,-269.941736
1550.000000,0.000355,-269.931991
1560.000000,0.000334,-269.918853
1570.000000,0.000313,-269.900386
1580.000000,0.000290,-269.872924
1590.000000,0.000265,-269.828742
1600.000000,0.000236,-269.748798
1610.000000,0.000198,-269.573069
1620.000000,0.000142,-268.999052
1630.000000,0.000027,-257.369714
1640.000000,0.000547,-95.158089
1650.000000,0.000918,-268.395519
1660.000000,0.000478,-269.709805
1670.000000,0.000374,-269.904199
1680.000000,0.000322,-269.963786
1690.000000,0.000288,-269.987037
1700.000000,0.000263,-269.996249
1710.000000,0.000241,-269.999687
1720.000000,0.000223,-269.999662
1730.000000,0.000206,-269.997472
1740.000000,0.000190,-269.993617
1750.000000,0.000176,-269.988223
1760.000000,0.000162,-269.981174
1770.000000,0.000148,-269.972147
1780.000000,0.000135,-269.960587
1790.000000,0.000121,-269.945614
1800.000000,0.000108,-269.925847
1810.000000,0.000095,-269.899036
1820.000000,0.000082,-269.861332
1830.000000,0.000068,-269.805592
1840.000000,0.000054,-269.717008
1850.000000,0.000041,-269.559195
1860.000000,0.000026,-269.212796
1870.000000,0.000011,-267.928398
1880.000000,0.000004,-97.295866
1890.000000,0.000020,-91.617643
1900.000000,0.000036,-91.010078
1910.000000,0.000053,-90.794775
1920.000000,0.000071,-90.687117
1930.000000,0.000091,-90.631673
1940.000000,0.000111,-90.617419
1950.000000,0.000132,-90.613127
1960.000000,0.000156,-90.574996
1970.000000,0.000181,-90.587926
1980.000000,0.000208,-90.608443
1990.000000,0.000238,-90.637577
2000.000000,0.000271,-90.676086


