#X,Acoustic Pressure across Frequency(4)_At Node 479,Acoustic Pressure across Frequency(4)_At Node 479
#Frequency(Hz),Angle(degrees)_Phase,Pressure(N/mm^2(MPa))_Magnitude
1300.000000,-44.660374,2.533486E-04
1310.000000,-57.368766,3.523024E-04
1320.000000,-86.369851,5.266708E-04
1330.000000,-138.440899,5.197703E-04
1340.000000,-170.700687,3.124745E-04
1350.000000,-184.551684,1.972885E-04
1360.000000,-191.903629,1.369324E-04
1370.000000,-196.621263,1.012039E-04
1380.000000,-200.055608,7.787658E-05
1390.000000,-202.777479,6.151933E-05
1400.000000,-205.065857,4.941804E-05
1410.000000,-207.072569,4.007977E-05
1420.000000,-208.887336,3.261837E-05
1430.000000,-210.566798,2.647445E-05
1440.000000,-212.148772,2.127601E-05
1450.000000,-213.659796,1.676395E-05
1460.000000,-215.119373,1.274965E-05
1470.000000,-216.542386,9.089374E-06
1480.000000,-217.939954,5.668033E-06
1490.000000,-219.313103,2.388006E-06
1500.000000,-40.818673,8.391184E-07
1510.000000,-42.149527,4.099488E-06
1520.000000,-43.562256,7.483760E-06
1530.000000,-45.015184,1.109480E-05
1540.000000,-46.522160,1.505783E-05
1550.000000,-48.105069,1.953518E-05
1560.000000,-49.795048,2.474992E-05
1570.000000,-51.637849,3.102606E-05
1580.000000,-53.704295,3.886231E-05
1590.000000,-56.111301,4.907756E-05
1600.000000,-59.068103,6.312548E-05
1610.000000,-62.991056,8.385477E-05
1620.000000,-68.839276,1.176200E-04
1630.000000,-79.339475,1.810326E-04
1640.000000,-104.492865,3.162281E-04
1650.000000,-162.653814,3.924534E-04
1660.000000,-201.642254,2.338328E-04
1670.000000,-216.792998,1.443455E-04
1680.000000,-225.151518,9.425634E-05
1690.000000,-231.866724,5.442531E-05
1700.000000,-239.895007,8.808998E-07
1710.000000,-87.421893,1.796739E-04
1720.000000,-197.944617,2.924598E-04
1730.000000,-220.550593,1.652813E-04
1740.000000,-227.253684,1.283743E-04
1750.000000,-231.062494,1.108925E-04
1760.000000,-233.836784,1.008173E-04
1770.000000,-236.123962,9.452528E-05
1780.000000,-238.149458,9.054851E-05
1790.000000,-240.027861,8.818805E-05
1800.000000,-241.827643,8.708502E-05
1810.000000,-243.596241,8.705925E-05
1820.000000,-245.371790,8.804227E-05
1830.000000,-247.190006,9.005108E-05
1840.000000,-249.089532,9.318497E-05
1850.000000,-251.117877,9.764182E-05
1860.000000,-253.340103,1.037602E-04
1870.000000,-255.854478,1.121089E-04
1880.000000,-258.825070,1.236804E-04
1890.000000,-262.561051,1.403577E-04
1900.000000,-267.752146,1.662393E-04
1910.000000,-276.413827,2.124463E-04
1920.000000,-298.423194,3.197855E-04
1930.000000,-18.942547,3.004494E-04
1940.000000,-250.047361,1.281677E-05
1950.000000,-270.207791,1.411650E-04
1960.000000,-292.573621,2.641242E-04
1970.000000,-328.429237,3.804318E-04
1980.000000,-7.806489,3.520519E-04
1990.000000,-31.633671,2.580702E-04
2000.000000,-44.432432,1.929371E-04


