#X,Acoustic Pressure across Frequency(4)_At Node 479,Acoustic Pressure across Frequency(4)_At Node 479
#Frequency(Hz),Angle(degrees)_Phase,Pressure(N/mm^2(MPa))_Magnitude
20.000000,-248.643352,1.614807E-04
30.000000,-256.867045,1.128525E-04
40.000000,-261.670111,8.630792E-05
50.000000,-264.976347,6.984699E-05
60.000000,-267.503074,5.872310E-05
70.000000,-269.574151,5.074164E-05
80.000000,-271.356344,4.475966E-05
90.000000,-272.944012,4.012646E-05
100.000000,-274.394450,3.644545E-05
110.000000,-275.744417,3.346161E-05
120.000000,-277.018569,3.100373E-05
130.000000,-278.234070,2.895272E-05
140.000000,-279.403248,2.722329E-05
150.000000,-280.535213,2.575279E-05
160.000000,-281.636855,2.449426E-05
170.000000,-282.713511,2.341182E-05
180.000000,-283.769389,2.247765E-05
190.000000,-284.807881,2.166988E-05
200.000000,-285.831756,2.097116E-05
210.000000,-286.843324,2.036752E-05
220.000000,-287.844531,1.984772E-05
230.000000,-288.837040,1.940259E-05
240.000000,-289.822300,1.902466E-05
250.000000,-290.801568,1.870782E-05
260.000000,-291.775972,1.844709E-05
270.000000,-292.746512,1.823841E-05
280.000000,-293.714092,1.807853E-05
290.000000,-294.679525,1.796486E-05
300.000000,-295.643565,1.789542E-05
310.000000,-296.606893,1.786874E-05
320.000000,-297.570139,1.788382E-05
330.000000,-298.533884,1.794013E-05
340.000000,-299.498661,1.803754E-05
350.000000,-300.464968,1.817631E-05
360.000000,-301.433269,1.835712E-05
370.000000,-302.403979,1.858106E-05
380.000000,-303.377500,1.884962E-05
390.000000,-304.354194,1.916473E-05
400.000000,-305.334400,1.952883E-05
410.000000,-306.318434,1.994485E-05
420.000000,-307.306584,2.041631E-05
430.000000,-308.299129,2.094738E-05
440.000000,-309.296337,2.154296E-05
450.000000,-310.298452,2.220881E-05
460.000000,-311.305731,2.295168E-05
470.000000,-312.318417,2.377947E-05
480.000000,-313.336771,2.470144E-05
490.000000,-314.361074,2.572846E-05
500.000000,-315.391618,2.687336E-05
510.000000,-316.428771,2.815132E-05
520.000000,-317.472920,2.958035E-05
530.000000,-318.524553,3.118201E-05
540.000000,-319.584260,3.298219E-05
550.000000,-320.652752,3.501223E-05
560.000000,-321.730924,3.731036E-05
570.000000,-322.819901,3.992359E-05
580.000000,-323.921098,4.291032E-05
590.000000,-325.036324,4.634383E-05
600.000000,-326.167912,5.031723E-05
610.000000,-327.318890,5.495037E-05
620.000000,-328.493243,6.039997E-05
630.000000,-329.696290,6.687448E-05
640.000000,-330.935262,7.465689E-05
650.000000,-332.220186,8.414039E-05
660.000000,-333.565334,9.588653E-05
670.000000,-334.991687,1.107242E-04
680.000000,-336.531314,1.299267E-04
690.000000,-338.235750,1.555496E-04
700.000000,-340.193313,1.911277E-04
710.000000,-342.568833,2.432666E-04
720.000000,-345.708644,3.258048E-04
730.000000,-350.479710,4.729582E-04
740.000000,-359.763193,7.937269E-04
750.000000,-28.954706,1.738671E-03
760.000000,-109.629079,1.868358E-03
770.000000,-139.298817,9.661285E-04
780.000000,-148.710126,6.538400E-04
790.000000,-153.576838,5.140212E-04
800.000000,-156.829232,4.407298E-04
810.000000,-159.353465,4.010231E-04
820.000000,-161.514626,3.824883E-04
830.000000,-163.505549,3.807825E-04
840.000000,-165.464310,3.965006E-04
850.000000,-167.543917,4.361289E-04
860.000000,-170.024336,5.194176E-04
870.000000,-173.742766,7.147800E-04
880.000000,-183.897763,1.451899E-03
890.000000,-316.104165,2.622170E-03
900.000000,-342.587039,5.941032E-04
910.000000,-347.617198,2.764694E-04
920.000000,-350.434141,1.495296E-04
930.000000,-352.616832,7.961701E-05
940.000000,-354.576500,3.323123E-05
950.000000,-176.367659,2.273306E-06
960.000000,-178.425855,3.318825E-05
970.000000,-180.555911,6.368264E-05
980.000000,-182.995574,9.769189E-05
990.000000,-185.996156,1.405759E-04
1000.000000,-190.070249,2.021673E-04
1010.000000,-196.502401,3.054898E-04
1020.000000,-209.406387,5.171221E-04
1030.000000,-246.660768,9.857002E-04
1040.000000,-310.718472,8.626264E-04
1050.000000,-336.435869,5.038141E-04
1060.000000,-346.401887,3.466800E-04
1070.000000,-351.817658,2.662287E-04
1080.000000,-355.433291,2.182906E-04
1090.000000,-358.171883,1.867907E-04
1100.000000,-0.423661,1.647222E-04
1110.000000,-2.381301,1.485835E-04
1120.000000,-4.151164,1.364428E-04
1130.000000,-5.797259,1.271541E-04
1140.000000,-7.361001,1.200007E-04
1150.000000,-8.871036,1.145181E-04
1160.000000,-10.348557,1.104002E-04
1170.000000,-11.810437,1.074464E-04
1180.000000,-13.271272,1.055324E-04
1190.000000,-14.744867,1.045940E-04
1200.000000,-16.245562,1.046198E-04
1210.000000,-17.789633,1.056517E-04
1220.000000,-19.397047,1.077934E-04
1230.000000,-21.094059,1.112285E-04
1240.000000,-22.917311,1.162558E-04
1250.000000,-24.920960,1.233532E-04
1260.000000,-27.189879,1.332991E-04
1270.000000,-29.866245,1.474141E-04
1280.000000,-33.208309,1.680825E-04
1290.000000,-37.736783,1.999880E-04
