#X,Acoustic Pressure across Frequency(1)_At Node 6575,Acoustic Pressure across Frequency(1)_At Node 6575
#Frequency(Hz),Angle(degrees)_Phase,Pressure(N/mm^2(MPa))_Magnitude
20.000000,-223.474560,0.000316
21.000000,-225.980738,0.000305
22.000000,-228.529662,0.000294
23.000000,-231.121435,0.000282
24.000000,-233.755776,0.000269
25.000000,-236.431983,0.000256
26.000000,-239.148945,0.000242
27.000000,-241.905166,0.000227
28.000000,-244.698815,0.000212
29.000000,-247.527880,0.000196
30.000000,-250.390393,0.000179
31.000000,-253.284928,0.000162
32.000000,-256.211537,0.000145
33.000000,-259.173879,0.000127
34.000000,-262.184593,0.000109
35.000000,-265.282155,0.000092
36.000000,-268.604080,0.000076
37.000000,-273.019541,0.000068
38.000000,-83.351525,0.000038
39.000000,-94.219174,0.000002
40.000000,-97.827767,0.000015
41.000000,-100.909571,0.000032
42.000000,-103.811369,0.000049
43.000000,-106.610951,0.000066
44.000000,-109.333836,0.000083
45.000000,-111.989852,0.000100
46.000000,-114.583016,0.000116
47.000000,-117.114976,0.000132
48.000000,-119.586403,0.000148
49.000000,-121.997631,0.000162
50.000000,-124.348967,0.000177
51.000000,-126.640812,0.000190
52.000000,-128.873749,0.000203
53.000000,-131.048540,0.000216
54.000000,-133.166136,0.000228
55.000000,-135.227667,0.000239
56.000000,-137.234395,0.000250
57.000000,-139.187722,0.000260
58.000000,-141.089134,0.000270
59.000000,-142.940200,0.000279
60.000000,-144.742539,0.000288


