#X,Acoustic Pressure across Frequency(2)_At Node 50801,Acoustic Pressure across Frequency(2)_At Node 50801
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
20.000000,2.107542E-04,-243.020239
21.000000,1.974467E-04,-245.387583
22.000000,1.842795E-04,-247.690208
23.000000,1.712758E-04,-249.931406
24.000000,1.584551E-04,-252.114520
25.000000,1.458334E-04,-254.242949
26.000000,1.334250E-04,-256.320211
27.000000,1.212432E-04,-258.350009
28.000000,1.093022E-04,-260.336426
29.000000,9.762000E-05,-262.284279
30.000000,8.622385E-05,-264.199854
31.000000,7.516165E-05,-266.092566
32.000000,6.453186E-05,-267.979284
33.000000,5.457748E-05,-269.898032
34.000000,4.610306E-05,-271.968336
35.000000,4.422484E-05,-274.928467
36.000000,3.080657E-05,-87.842203
37.000000,6.304003E-07,-94.533009
38.000000,6.907997E-06,-96.776665
39.000000,1.528991E-05,-98.586102
40.000000,2.419808E-05,-100.254899
41.000000,3.323669E-05,-101.850509
42.000000,4.226366E-05,-103.397594
43.000000,5.121709E-05,-104.907709
44.000000,6.006687E-05,-106.387255
45.000000,6.879754E-05,-107.840231
46.000000,7.740109E-05,-109.269407
47.000000,8.587360E-05,-110.676823
48.000000,9.421355E-05,-112.064090
49.000000,1.024208E-04,-113.432518
50.000000,1.104962E-04,-114.783228
51.000000,1.184410E-04,-116.117186
52.000000,1.262570E-04,-117.435245
53.000000,1.339460E-04,-118.738172
54.000000,1.415100E-04,-120.026665
55.000000,1.489512E-04,-121.301359
56.000000,1.562716E-04,-122.562838
57.000000,1.634733E-04,-123.811644
58.000000,1.705584E-04,-125.048280
59.000000,1.775290E-04,-126.273208
60.000000,1.843869E-04,-127.486870


