#X,Acoustic Pressure across Frequency(2)_At Node 6576,Acoustic Pressure across Frequency(2)_At Node 6576
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
20.000000,0.000300,-215.249680
21.000000,0.000287,-217.295181
22.000000,0.000274,-219.370790
23.000000,0.000260,-221.473738
24.000000,0.000246,-223.599935
25.000000,0.000230,-225.743580
26.000000,0.000214,-227.896505
27.000000,0.000197,-230.047195
28.000000,0.000179,-232.179124
29.000000,0.000161,-234.267750
30.000000,0.000142,-236.274786
31.000000,0.000122,-238.136210
32.000000,0.000102,-239.734323
33.000000,0.000081,-240.822210
34.000000,0.000060,-240.770863
35.000000,0.000038,-237.365698
36.000000,0.000017,-215.504968
37.000000,0.000023,-119.226110
38.000000,0.000044,-265.272766
39.000000,0.000031,-90.013248
40.000000,0.000057,-90.561331
41.000000,0.000079,-91.777308
42.000000,0.000100,-93.356829
43.000000,0.000120,-95.128131
44.000000,0.000139,-96.999708
45.000000,0.000158,-98.919205
46.000000,0.000176,-100.854544
47.000000,0.000193,-102.784974
48.000000,0.000210,-104.696546
49.000000,0.000226,-106.579640
50.000000,0.000241,-108.427539
51.000000,0.000256,-110.235574
52.000000,0.000270,-112.000543
53.000000,0.000283,-113.720350
54.000000,0.000296,-115.393743
55.000000,0.000308,-117.020108
56.000000,0.000319,-118.599339
57.000000,0.000330,-120.131718
58.000000,0.000340,-121.617835
59.000000,0.000350,-123.058510
60.000000,0.000359,-124.454749


