#X,Acoustic Pressure across Frequency(1)_At Node 156,Acoustic Pressure across Frequency(1)_At Node 156
#Frequency(Hz),Angle(degrees)_Phase,Pressure(N/mm^2(MPa))_Magnitude
20.000000,-179.725502,0.000409
30.000000,-179.666223,0.000411
40.000000,-179.679986,0.000413
50.000000,-179.767417,0.000414
60.000000,-179.921588,0.000416
70.000000,-180.132207,0.000418
80.000000,-180.388332,0.000419
90.000000,-180.679630,0.000421
100.000000,-180.996716,0.000422
110.000000,-181.331078,0.000422
120.000000,-181.674895,0.000423
130.000000,-182.020887,0.000423
140.000000,-182.362252,0.000423
150.000000,-182.692689,0.000422
160.000000,-183.006463,0.000421
170.000000,-183.298524,0.000421
180.000000,-183.564624,0.000420
190.000000,-183.801434,0.000418
200.000000,-184.006646,0.000417
210.000000,-184.179040,0.000416
220.000000,-184.318523,0.000415
230.000000,-184.426130,0.000413
240.000000,-184.503988,0.000412
250.000000,-184.555239,0.000411
260.000000,-184.583934,0.000410
270.000000,-184.594895,0.000410
280.000000,-184.593542,0.000409
290.000000,-184.585710,0.000409
300.000000,-184.577438,0.000409
310.000000,-184.574767,0.000409
320.000000,-184.583517,0.000410
330.000000,-184.609087,0.000411
340.000000,-184.656261,0.000411
350.000000,-184.729041,0.000412
360.000000,-184.830507,0.000413
370.000000,-184.962699,0.000415
380.000000,-185.126564,0.000416
390.000000,-185.321906,0.000417
400.000000,-185.547409,0.000418
410.000000,-185.800687,0.000419
420.000000,-186.078369,0.000420
430.000000,-186.376234,0.000420
440.000000,-186.689359,0.000420
450.000000,-187.012311,0.000421
460.000000,-187.339337,0.000421
470.000000,-187.664580,0.000420
480.000000,-187.982282,0.000420
490.000000,-188.286991,0.000419
500.000000,-188.573745,0.000418
510.000000,-188.838245,0.000417
520.000000,-189.076986,0.000416
530.000000,-189.287372,0.000415
540.000000,-189.467800,0.000413
550.000000,-189.617682,0.000412
560.000000,-189.737473,0.000411
570.000000,-189.828632,0.000409
580.000000,-189.893564,0.000408
590.000000,-189.935534,0.000407
600.000000,-189.958536,0.000406
610.000000,-189.967166,0.000406
620.000000,-189.966449,0.000405
630.000000,-189.961663,0.000405
640.000000,-189.958163,0.000405
650.000000,-189.961184,0.000405
660.000000,-189.975668,0.000406
670.000000,-190.006087,0.000406
680.000000,-190.056299,0.000407
690.000000,-190.129410,0.000408
700.000000,-190.227685,0.000408
710.000000,-190.352474,0.000409
720.000000,-190.504179,0.000410
730.000000,-190.682265,0.000411
740.000000,-190.885292,0.000412
750.000000,-191.110992,0.000413
760.000000,-191.356371,0.000413
770.000000,-191.617832,0.000414
780.000000,-191.891331,0.000414
790.000000,-192.172533,0.000414
