#X,Acoustic Pressure across Frequency(1)_At Node 156,Acoustic Pressure across Frequency(1)_At Node 156
#Frequency(Hz),Angle(degrees)_Phase,Pressure(N/mm^2(MPa))_Magnitude
800.000000,-192.456979,0.000414
810.000000,-192.740256,0.000414
820.000000,-193.018156,0.000413
830.000000,-193.286818,0.000413
840.000000,-193.542864,0.000412
850.000000,-193.783496,0.000411
860.000000,-194.006586,0.000411
870.000000,-194.210723,0.000410
880.000000,-194.395240,0.000409
890.000000,-194.560211,0.000408
900.000000,-194.706420,0.000407
910.000000,-194.835310,0.000406
920.000000,-194.948898,0.000405
930.000000,-195.049683,0.000404
940.000000,-195.140533,0.000404
950.000000,-195.224554,0.000403
960.000000,-195.304961,0.000403
970.000000,-195.384948,0.000402
980.000000,-195.467549,0.000402
990.000000,-195.555516,0.000402
1000.000000,-195.651212,0.000402
1010.000000,-195.756518,0.000402
1020.000000,-195.872762,0.000402
1030.000000,-196.000673,0.000402
1040.000000,-196.140363,0.000402
1050.000000,-196.291335,0.000402
1060.000000,-196.452514,0.000402
1070.000000,-196.622316,0.000402
1080.000000,-196.798722,0.000402
1090.000000,-196.979386,0.000402
1100.000000,-197.161743,0.000402
1110.000000,-197.343138,0.000402
1120.000000,-197.520949,0.000401
1130.000000,-197.692715,0.000401
1140.000000,-197.856253,0.000400
1150.000000,-198.009768,0.000400
1160.000000,-198.151931,0.000399
1170.000000,-198.281964,0.000399
1180.000000,-198.399689,0.000398
1190.000000,-198.505548,0.000398
1200.000000,-198.600604,0.000397
1210.000000,-198.686526,0.000397
1220.000000,-198.765535,0.000396
1230.000000,-198.840330,0.000396
1240.000000,-198.913995,0.000396
1250.000000,-198.989885,0.000396
1260.000000,-199.071509,0.000396
1270.000000,-199.162370,0.000397
1280.000000,-199.265841,0.000397
1290.000000,-199.385002,0.000397
1300.000000,-199.522511,0.000398
1310.000000,-199.680477,0.000399
1320.000000,-199.860344,0.000399
1330.000000,-200.062812,0.000400
1340.000000,-200.287759,0.000400
1350.000000,-200.534245,0.000400
1360.000000,-200.800485,0.000401
1370.000000,-201.083903,0.000401
1380.000000,-201.381199,0.000401
1390.000000,-201.688438,0.000401
1400.000000,-202.001187,0.000400
1410.000000,-202.314644,0.000400
1420.000000,-202.623798,0.000399
1430.000000,-202.923599,0.000398
1440.000000,-203.209108,0.000397
1450.000000,-203.475655,0.000396
1460.000000,-203.719010,0.000394
1470.000000,-203.935487,0.000393
1480.000000,-204.122079,0.000391
1490.000000,-204.276555,0.000389
1500.000000,-204.397528,0.000387
1510.000000,-204.484524,0.000386
1520.000000,-204.537998,0.000384
1530.000000,-204.559355,0.000383
1540.000000,-204.550936,0.000381
1550.000000,-204.515969,0.000380
1560.000000,-204.458514,0.000379
1570.000000,-204.383371,0.000378
1580.000000,-204.295965,0.000378
1590.000000,-204.202217,0.000377
1600.000000,-204.108370,0.000377
1610.000000,-204.020828,0.000377
1620.000000,-203.945956,0.000378
1630.000000,-203.889883,0.000378
1640.000000,-203.858303,0.000379
1650.000000,-203.856302,0.000380
1660.000000,-203.888151,0.000381
1670.000000,-203.957181,0.000383
1680.000000,-204.065654,0.000384
1690.000000,-204.214677,0.000385
1700.000000,-204.404165,0.000387
1710.000000,-204.632836,0.000388
1720.000000,-204.898263,0.000389
1730.000000,-205.196950,0.000390
1740.000000,-205.524465,0.000391
1750.000000,-205.875595,0.000391
1760.000000,-206.244524,0.000392
1770.000000,-206.625014,0.000392
1780.000000,-207.010637,0.000392
1790.000000,-207.394940,0.000391
1800.000000,-207.771663,0.000390
1810.000000,-208.134889,0.000389
1820.000000,-208.479216,0.000388
1830.000000,-208.799878,0.000387
1840.000000,-209.092837,0.000385
1850.000000,-209.354878,0.000384
1860.000000,-209.583647,0.000382
1870.000000,-209.777688,0.000380
1880.000000,-209.936443,0.000378
1890.000000,-210.060240,0.000376
1900.000000,-210.150264,0.000375
1910.000000,-210.208509,0.000373
1920.000000,-210.237713,0.000371
1930.000000,-210.241275,0.000370
1940.000000,-210.223163,0.000369
1950.000000,-210.187807,0.000368
1960.000000,-210.139986,0.000367
1970.000000,-210.084682,0.000366
1980.000000,-210.026973,0.000366
1990.000000,-209.971862,0.000365
2000.000000,-209.924153,0.000365


