#X,Acoustic Pressure across Frequency(3)_At Node 2639,Acoustic Pressure across Frequency(3)_At Node 2639
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
20.000000,0.000199,-271.881157
30.000000,0.000130,-270.314110
40.000000,0.000099,-268.873893
50.000000,0.000082,-270.573682
60.000000,0.000067,-270.623804
70.000000,0.000059,-270.416456
80.000000,0.000052,-269.933455
90.000000,0.000047,-269.854305
100.000000,0.000043,-270.312857
110.000000,0.000039,-269.849614
120.000000,0.000037,-270.349220
130.000000,0.000034,-269.973551
140.000000,0.000033,-270.319074
150.000000,0.000031,-270.115240
160.000000,0.000030,-270.090359
170.000000,0.000029,-270.104216
180.000000,0.000028,-270.123175
190.000000,0.000027,-270.236646
200.000000,0.000027,-270.054174
210.000000,0.000027,-270.206956
220.000000,0.000026,-270.254811
230.000000,0.000026,-270.210451
240.000000,0.000026,-270.335342
250.000000,0.000026,-270.304040
260.000000,0.000026,-270.314816
270.000000,0.000026,-270.356791
280.000000,0.000027,-270.350350
290.000000,0.000027,-270.388251
300.000000,0.000027,-270.444325
310.000000,0.000028,-270.471446
320.000000,0.000029,-270.497709
330.000000,0.000030,-270.535439
340.000000,0.000031,-270.566330
350.000000,0.000032,-270.620391
360.000000,0.000033,-270.661104
370.000000,0.000035,-270.707083
380.000000,0.000036,-270.774573
390.000000,0.000038,-270.825187
400.000000,0.000041,-270.896136
410.000000,0.000043,-270.945465
420.000000,0.000046,-271.038604
430.000000,0.000050,-271.109174
440.000000,0.000054,-271.199757
450.000000,0.000059,-271.290724
460.000000,0.000064,-271.403231
470.000000,0.000071,-271.514210
480.000000,0.000078,-271.650290
490.000000,0.000088,-271.818027
500.000000,0.000100,-271.991373
510.000000,0.000113,-272.164464
520.000000,0.000130,-272.373642
530.000000,0.000152,-272.632367
540.000000,0.000181,-272.950038
550.000000,0.000217,-273.294005
560.000000,0.000266,-273.729329
570.000000,0.000336,-274.282360
580.000000,0.000433,-274.940549
590.000000,0.000581,-275.833733
600.000000,0.000826,-277.111345
610.000000,0.001272,-279.117992
620.000000,0.002259,-282.870805
630.000000,0.005135,-292.117391
640.000000,0.020698,-357.738386
650.000000,0.009149,-77.556428
660.000000,0.006688,-90.154509
670.000000,0.007428,-99.663138
680.000000,0.012883,-124.677350
690.000000,0.012575,-217.175572
700.000000,0.004730,-247.587512
710.000000,0.002620,-255.512471
720.000000,0.001752,-259.130929
730.000000,0.001305,-261.222361
740.000000,0.001042,-262.651168
750.000000,0.000878,-263.686876
760.000000,0.000775,-264.524906
770.000000,0.000710,-265.208702
780.000000,0.000675,-265.819785
790.000000,0.000668,-266.415662
800.000000,0.000695,-267.044656
810.000000,0.000768,-267.796088
820.000000,0.000916,-268.841604
830.000000,0.001309,-270.908522
840.000000,0.003034,-278.996384
850.000000,0.004361,-65.642955
860.000000,0.001135,-80.666483
870.000000,0.000590,-83.344077
880.000000,0.000380,-84.456163
890.000000,0.000270,-85.114396
900.000000,0.000203,-85.562881
910.000000,0.000158,-85.901257
920.000000,0.000127,-86.169036
930.000000,0.000105,-86.393493
940.000000,0.000088,-86.587968
950.000000,0.000075,-86.760767
960.000000,0.000064,-86.898815
970.000000,0.000056,-87.044539
980.000000,0.000050,-87.178102
990.000000,0.000044,-87.281171
1000.000000,0.000039,-87.403059
1010.000000,0.000035,-87.499783
1020.000000,0.000032,-87.593706
1030.000000,0.000029,-87.703349
1040.000000,0.000027,-87.788969
1050.000000,0.000025,-87.876910
1060.000000,0.000023,-87.981250
1070.000000,0.000021,-88.068527
1080.000000,0.000020,-88.148763
1090.000000,0.000019,-88.232948
1100.000000,0.000018,-88.316263
1110.000000,0.000017,-88.399159
1120.000000,0.000016,-88.480691
1130.000000,0.000015,-88.567967
1140.000000,0.000014,-88.652218
1150.000000,0.000014,-88.739333
1160.000000,0.000013,-88.822663
1170.000000,0.000013,-88.919501
1180.000000,0.000012,-88.969766
1190.000000,0.000012,-89.065765
1200.000000,0.000012,-89.162183
1210.000000,0.000012,-89.255436
1220.000000,0.000011,-89.317262
1230.000000,0.000011,-89.420714
1240.000000,0.000011,-89.471838
1250.000000,0.000011,-89.582287
1260.000000,0.000011,-89.693675
1270.000000,0.000010,-89.755944
1280.000000,0.000010,-89.867870
1290.000000,0.000010,-89.928871
1300.000000,0.000010,-90.049767
1310.000000,0.000010,-90.118020
1320.000000,0.000011,-90.239506
1330.000000,0.000011,-90.303591
1340.000000,0.000011,-90.369312
1350.000000,0.000011,-90.510125
1360.000000,0.000011,-90.570216
1370.000000,0.000011,-90.644078
1380.000000,0.000012,-90.787687
1390.000000,0.000012,-90.845614
1400.000000,0.000012,-90.912885
1410.000000,0.000013,-91.062427
1420.000000,0.000013,-91.131132
1430.000000,0.000014,-91.192143
1440.000000,0.000014,-91.242029
1450.000000,0.000015,-91.298482
1460.000000,0.000016,-91.443333
1470.000000,0.000017,-91.493679
1480.000000,0.000018,-91.527442
1490.000000,0.000019,-91.554143
1500.000000,0.000020,-91.567281
1510.000000,0.000022,-91.564415
1520.000000,0.000023,-91.540105
1530.000000,0.000026,-91.493582
1540.000000,0.000028,-91.407670
1550.000000,0.000032,-91.278898
1560.000000,0.000036,-91.087915
1570.000000,0.000043,-90.815883
1580.000000,0.000052,-90.427613
1590.000000,0.000066,-89.879676
1600.000000,0.000096,-89.118681
1610.000000,0.000197,-88.307409
1620.000000,0.000666,-260.417936
1630.000000,0.000095,-259.812255
1640.000000,0.000038,-251.049538
1650.000000,0.000017,-225.720299
1660.000000,0.000013,-165.442009
1670.000000,0.000021,-131.486206
1680.000000,0.000032,-120.249142
1690.000000,0.000044,-115.543339
1700.000000,0.000059,-113.338222
1710.000000,0.000069,-112.315419
1720.000000,0.000089,-111.939265
1730.000000,0.000116,-112.217099
1740.000000,0.000154,-113.106626
1750.000000,0.000208,-114.675913
1760.000000,0.000288,-117.149278
1770.000000,0.000349,-118.739103
1780.000000,0.000519,-123.709140
1790.000000,0.000827,-132.350857
1800.000000,0.001429,-149.411469
1810.000000,0.001983,-166.007264
1820.000000,0.002613,-210.038421
1830.000000,0.002269,-243.414339
1840.000000,0.002004,-259.593623
1850.000000,0.002018,-266.048826
1860.000000,0.002138,-275.287053
1870.000000,0.002578,-285.262827
1880.000000,0.003617,-301.960608
1890.000000,0.004938,-324.727559
1900.000000,0.004929,-21.746587
1910.000000,0.002866,-54.874989
1920.000000,0.002093,-65.026216
1930.000000,0.001466,-72.995676
1940.000000,0.001123,-77.691333
1950.000000,0.000975,-79.965511
1960.000000,0.000824,-82.439931
1970.000000,0.000727,-84.296539
1980.000000,0.000676,-85.414136
1990.000000,0.000625,-86.759744
2000.000000,0.000599,-87.578426


