#X,Acoustic Pressure across Frequency(1)_At Node 602
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude
20.000000,5.390081E-07
30.000000,3.376848E-07
40.000000,2.168253E-07
50.000000,1.328608E-07
60.000000,6.917967E-08
70.000000,2.440709E-08
80.000000,4.116675E-08
90.000000,8.026072E-08
100.000000,1.182248E-07
110.000000,1.543593E-07
120.000000,1.890079E-07
130.000000,2.225325E-07
140.000000,2.552292E-07
150.000000,2.873331E-07
160.000000,3.190324E-07
170.000000,3.504802E-07
180.000000,3.818040E-07
190.000000,4.131127E-07
200.000000,4.445011E-07
210.000000,4.760538E-07
220.000000,5.078480E-07
230.000000,5.399558E-07
240.000000,5.724456E-07
250.000000,6.053834E-07
260.000000,6.388343E-07
270.000000,6.728632E-07
280.000000,7.075356E-07
290.000000,7.429187E-07
300.000000,7.790816E-07
310.000000,8.160964E-07
320.000000,8.540386E-07
330.000000,8.929884E-07
340.000000,9.330307E-07
350.000000,9.742564E-07
360.000000,1.016763E-06
370.000000,1.060656E-06
380.000000,1.106050E-06
390.000000,1.153070E-06
400.000000,1.201850E-06
410.000000,1.252541E-06
420.000000,1.305306E-06
430.000000,1.360328E-06
440.000000,1.417807E-06
450.000000,1.477969E-06
460.000000,1.541064E-06
470.000000,1.607376E-06
480.000000,1.677223E-06
490.000000,1.750966E-06
500.000000,1.829017E-06
510.000000,1.911849E-06
520.000000,2.000006E-06
530.000000,2.094118E-06
540.000000,2.194923E-06
550.000000,2.303288E-06
560.000000,2.420240E-06
570.000000,2.547008E-06
580.000000,2.685078E-06
590.000000,2.836263E-06
600.000000,3.002804E-06
610.000000,3.187510E-06
620.000000,3.393953E-06
630.000000,3.626760E-06
640.000000,3.892045E-06
650.000000,4.198075E-06
660.000000,4.556343E-06
670.000000,4.983350E-06
680.000000,5.503734E-06
690.000000,6.156070E-06
700.000000,7.004450E-06
710.000000,8.163741E-06
720.000000,9.861165E-06
730.000000,1.260885E-05
740.000000,1.775478E-05
750.000000,2.839812E-05
760.000000,2.926340E-05
770.000000,1.481903E-05
780.000000,7.993470E-06
790.000000,4.602183E-06
800.000000,2.744491E-06
810.000000,2.116573E-06
820.000000,2.671471E-06
830.000000,3.848690E-06
840.000000,5.417372E-06
850.000000,7.502311E-06
860.000000,1.051035E-05
870.000000,1.545118E-05
880.000000,2.543944E-05
890.000000,5.503512E-05
900.000000,9.040489E-05
910.000000,3.833035E-05
920.000000,2.319663E-05
930.000000,1.675458E-05
940.000000,1.321028E-05
950.000000,1.096324E-05
960.000000,9.406462E-06
970.000000,8.260589E-06
980.000000,7.379353E-06
990.000000,6.678769E-06
1000.000000,6.107157E-06
1010.000000,5.630904E-06
1020.000000,5.227528E-06
1030.000000,4.880600E-06
1040.000000,4.578782E-06
1050.000000,4.313452E-06
1060.000000,4.078088E-06
1070.000000,3.867655E-06
1080.000000,3.678195E-06
1090.000000,3.506558E-06
1100.000000,3.350200E-06
1110.000000,3.207043E-06
1120.000000,3.075375E-06
1130.000000,2.953768E-06
1140.000000,2.841025E-06
1150.000000,2.736130E-06
1160.000000,2.638221E-06
1170.000000,2.546554E-06
1180.000000,2.460491E-06
1190.000000,2.379473E-06
1200.000000,2.303016E-06
1210.000000,2.230695E-06
1220.000000,2.162132E-06
1230.000000,2.096997E-06
1240.000000,2.034994E-06
1250.000000,1.975858E-06
1260.000000,1.919353E-06
1270.000000,1.865266E-06
1280.000000,1.813403E-06
1290.000000,1.763585E-06
1300.000000,1.715635E-06
1310.000000,1.668543E-06
1320.000000,1.625119E-06
1330.000000,1.582014E-06
1340.000000,1.540326E-06
1350.000000,1.499922E-06
1360.000000,1.460697E-06
1370.000000,1.422556E-06
1380.000000,1.385411E-06
1390.000000,1.349174E-06
1400.000000,1.313766E-06
1410.000000,1.279105E-06
1420.000000,1.245112E-06
1430.000000,1.211706E-06
1440.000000,1.178806E-06
1450.000000,1.146324E-06
1460.000000,1.114168E-06
1470.000000,1.082236E-06
1480.000000,1.050415E-06
1490.000000,1.018569E-06
1500.000000,9.865386E-07
1510.000000,9.541259E-07
1520.000000,9.210771E-07
1530.000000,8.870563E-07
1540.000000,8.516012E-07
1550.000000,8.140496E-07
1560.000000,7.734061E-07
1570.000000,7.280908E-07
1580.000000,6.754196E-07
1590.000000,6.104219E-07
1600.000000,5.227770E-07
1610.000000,3.876216E-07
1620.000000,1.616850E-07
1630.000000,1.060308E-06
1640.000000,2.491656E-06
1650.000000,1.401875E-06
1660.000000,1.105712E-06
1670.000000,9.631439E-07
1680.000000,8.736367E-07
1690.000000,8.084976E-07
1700.000000,7.564988E-07
1710.000000,7.125092E-07
1720.000000,6.734697E-07
1730.000000,6.378921E-07
1740.000000,6.047257E-07
1750.000000,5.732885E-07
1760.000000,5.431078E-07
1770.000000,5.138414E-07
1780.000000,4.852321E-07
1790.000000,4.570794E-07
1800.000000,4.292208E-07
1810.000000,4.015211E-07
1820.000000,3.738630E-07
1830.000000,3.461416E-07
1840.000000,3.182603E-07
1850.000000,2.901268E-07
1860.000000,2.616507E-07
1870.000000,2.327405E-07
1880.000000,2.033007E-07
1890.000000,1.732259E-07
1900.000000,1.423795E-07
1910.000000,1.101007E-07
1920.000000,7.862069E-08
1930.000000,4.474519E-08
1940.000000,9.668901E-09
1950.000000,2.708683E-08
1960.000000,6.759907E-08
1970.000000,1.012187E-07
1980.000000,1.447030E-07
1990.000000,1.894538E-07
2000.000000,2.368877E-07


