#X,Acoustic Pressure across Frequency(2)_At Node 603
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude
20.000000,5.838444E-07
30.000000,4.080245E-07
40.000000,3.121359E-07
50.000000,2.526999E-07
60.000000,2.125468E-07
70.000000,1.837452E-07
80.000000,1.621666E-07
90.000000,1.454609E-07
100.000000,1.321962E-07
110.000000,1.214514E-07
120.000000,1.126083E-07
130.000000,1.052365E-07
140.000000,9.902799E-08
150.000000,9.375652E-08
160.000000,8.925242E-08
170.000000,8.538618E-08
180.000000,8.205741E-08
190.000000,7.918729E-08
200.000000,7.671322E-08
210.000000,7.458509E-08
220.000000,7.276242E-08
230.000000,7.121243E-08
240.000000,6.990843E-08
250.000000,6.882871E-08
260.000000,6.795566E-08
270.000000,6.727508E-08
280.000000,6.677567E-08
290.000000,6.644867E-08
300.000000,6.628744E-08
310.000000,6.628739E-08
320.000000,6.644566E-08
330.000000,6.676109E-08
340.000000,6.723413E-08
350.000000,6.786678E-08
360.000000,6.866260E-08
370.000000,6.962677E-08
380.000000,7.076611E-08
390.000000,7.208926E-08
400.000000,7.360675E-08
410.000000,7.533124E-08
420.000000,7.727777E-08
430.000000,7.946402E-08
440.000000,8.191073E-08
450.000000,8.464214E-08
460.000000,8.768659E-08
470.000000,9.107714E-08
480.000000,9.485256E-08
490.000000,9.905830E-08
500.000000,1.037479E-07
510.000000,1.089845E-07
520.000000,1.148434E-07
530.000000,1.214142E-07
540.000000,1.288046E-07
550.000000,1.371450E-07
560.000000,1.465942E-07
570.000000,1.573474E-07
580.000000,1.696470E-07
590.000000,1.837966E-07
600.000000,2.001818E-07
610.000000,2.192980E-07
620.000000,2.417918E-07
630.000000,2.685215E-07
640.000000,3.006487E-07
650.000000,3.397813E-07
660.000000,3.882048E-07
670.000000,4.492716E-07
680.000000,5.280883E-07
690.000000,6.328040E-07
700.000000,7.772051E-07
710.000000,9.864370E-07
720.000000,1.311168E-06
730.000000,1.868240E-06
740.000000,2.977621E-06
750.000000,5.498352E-06
760.000000,6.712710E-06
770.000000,4.170876E-06
780.000000,2.897933E-06
790.000000,2.293806E-06
800.000000,1.973947E-06
810.000000,1.801061E-06
820.000000,1.720733E-06
830.000000,1.712124E-06
840.000000,1.773317E-06
850.000000,1.920295E-06
860.000000,2.198680E-06
870.000000,2.727454E-06
880.000000,3.880545E-06
890.000000,7.388668E-06
900.000000,1.083807E-05
910.000000,4.151825E-06
920.000000,2.292345E-06
930.000000,1.523012E-06
940.000000,1.112336E-06
950.000000,8.602984E-07
960.000000,6.915546E-07
970.000000,5.716603E-07
980.000000,4.827116E-07
990.000000,4.145129E-07
1000.000000,3.608442E-07
1010.000000,3.176560E-07
1020.000000,2.825944E-07
1030.000000,2.533003E-07
1040.000000,2.287208E-07
1050.000000,2.078502E-07
1060.000000,1.899566E-07
1070.000000,1.744850E-07
1080.000000,1.610060E-07
1090.000000,1.491829E-07
1100.000000,1.387482E-07
1110.000000,1.294867E-07
1120.000000,1.212238E-07
1130.000000,1.138161E-07
1140.000000,1.071452E-07
1150.000000,1.011123E-07
1160.000000,9.563444E-08
1170.000000,9.064136E-08
1180.000000,8.607324E-08
1190.000000,8.187879E-08
1200.000000,7.801374E-08
1210.000000,7.443962E-08
1220.000000,7.112280E-08
1230.000000,6.803366E-08
1240.000000,6.514592E-08
1250.000000,6.243605E-08
1260.000000,5.988275E-08
1270.000000,5.746642E-08
1280.000000,5.516842E-08
1290.000000,5.296930E-08
1300.000000,5.083911E-08
1310.000000,4.821782E-08
1320.000000,4.700808E-08
1330.000000,4.504506E-08
1340.000000,4.314881E-08
1350.000000,4.128002E-08
1360.000000,3.942010E-08
1370.000000,3.755299E-08
1380.000000,3.566253E-08
1390.000000,3.373167E-08
1400.000000,3.174188E-08
1410.000000,2.967267E-08
1420.000000,2.750096E-08
1430.000000,2.520047E-08
1440.000000,2.274073E-08
1450.000000,2.008608E-08
1460.000000,1.719406E-08
1470.000000,1.401352E-08
1480.000000,1.048185E-08
1490.000000,6.521352E-09
1500.000000,2.037623E-09
1510.000000,3.125237E-09
1520.000000,9.095851E-09
1530.000000,1.612895E-08
1540.000000,2.454783E-08
1550.000000,3.482685E-08
1560.000000,4.768784E-08
1570.000000,6.428817E-08
1580.000000,8.661118E-08
1590.000000,1.183663E-07
1600.000000,1.673852E-07
1610.000000,2.534926E-07
1620.000000,4.448524E-07
1630.000000,1.178818E-06
1640.000000,1.427813E-06
1650.000000,5.689184E-07
1660.000000,3.599682E-07
1670.000000,2.685104E-07
1680.000000,2.170243E-07
1690.000000,1.837727E-07
1700.000000,1.603146E-07
1710.000000,1.429507E-07
1720.000000,1.291993E-07
1730.000000,1.181131E-07
1740.000000,1.089086E-07
1750.000000,1.010973E-07
1760.000000,9.434871E-08
1770.000000,8.842959E-08
1780.000000,8.317012E-08
1790.000000,7.844284E-08
1800.000000,7.414942E-08
1810.000000,7.021198E-08
1820.000000,6.656718E-08
1830.000000,6.316212E-08
1840.000000,5.995135E-08
1850.000000,5.689472E-08
1860.000000,5.395572E-08
1870.000000,5.110014E-08
1880.000000,4.829535E-08
1890.000000,4.551047E-08
1900.000000,4.272348E-08
1910.000000,4.013297E-08
1920.000000,3.667797E-08
1930.000000,3.361338E-08
1940.000000,3.028067E-08
1950.000000,2.660522E-08
1960.000000,2.188727E-08
1970.000000,1.955234E-08
1980.000000,1.427652E-08
1990.000000,8.729282E-09
2000.000000,2.440215E-09


